"The man was a liar and he was rude ",Untrustworthy\Mistrust,Unprofessional employees
Technician did not completely replace oil dipstick causing oil to spill out on engine exhaust manifold,Oil or filter not actually replaced
This is the third time I have gotten my oil changed there where my check engine light has come on in the hours following my visit,"Oil service light not reset "
Some of the workers don't seem pleasant or approachable,Unprofessional employees
"The team didnt seem like they want to be there, from the greet and the goodbye it was rushed",Unprofessional employees
I felt it was very pricey even after purchasing a groupon,Price too high
Didn't perform all service requested,Poor customer service
Extremely slow service for just oil change,Service took too long
Quick service but costly compared with local competition,Price too high
"nothing, i get my oil changed elsewhere",Competition-prefer other car care chain
Not to the particular location,Poor customer service
Not as fast as I had hoped,Service took too long
"When I received my key fob back to my vehicle, the key insert which allows me to open my doors was gone",Item missing/stolen
They were inattentive and did not do the entire service but indicated on the service sheet they did,Poor customer service
"I was told I needed first brakes, radiator top off, wipers and rear differential service",Misinformation about car/service needs given to customer
"They did not perform certain checks that were part of the service, e",Poor customer service
My car overheated on the drive home,Poor customer service
"The service was very good, the price was very high",Price too high
was over charged on last oil change,Overcharged - charged more than was agreed on
"Lazy, untrained, less than mediocre staff",Unprofessional employees,Employees not knowledgeable
Not helpful at all,Poor customer service
You are getting what too expensive  $47,Price too high
Pricing,Price too high
"The staff was very rude, and did not explain to me until I sign that I was fully aware that a car part of mine was mysteriously broken",Unprofessional employees,Interior/Exterior car damage
"Had to ask them to replace cover for cabin air filter, and grease mark left on driver side","Air filter "
Tech spilled a considerable amount of oil down over the engine,Interior/Exterior car damage
Cost of service is 2xs what I have found locally,Price too high
i feel more comfortable bringing my vehicle to Honda,Competition-prefer dealer
The guy vacuuming the car got an oilyleg print from his pants on my leather seat,Vacuuming not done propertly
"I will not return to this particular location, which is on Reserve Street in Missoula, Montana",Poor customer service
Your prices are far too high,Price too high
Prices are crazy high,Price too high
Smog equipment kept going down- internet- tech was short with me,Poor customer service
The skid plate was not connected properly and it almost caused me to have an accident,Poor customer service
"They are an oil change company so I will go there for that service, but the price seems to be pretty high",Price too high
Coupon,Discount/coupon issue
I had a bad experience with a person by the name of Daven or dave,Poor customer service
It took over an 1hr to do a simple oil change,Service took too long
Your prices are outrageous! The dealership is even way more cheaper than you,Price too high,Competition-prefer dealer
"They were out of anti freeze, which was the main purpose for my visit",Item out of stock
The brakes weren't bled and the brake lines have air in them,Brakes services
To expensive for oil change,Price too high
"Ok I just wanted an oil change and it was as bad as being at a dealership just tying to constantly up sale me ",Overselling-Pressure to buy
They scammed me out of my money for a part that did not need to be replaced,Overcharged - charged more than was agreed on,Misinformation about car/service needs given to customer
I brought my car for a routine oil change and when I left my car was sounding noisy and the alignment was off,Poor customer service
The cost of services compared to other companies,Price too high
I was on my lunch break and told it would be about 45 minutes,Service took too long
The price is high comparing to others,Price too high
They acted confused when I showed them my Groupon and they put someone else's mileage sticker on my car (for next oil change),Discount/coupon issue
I had money taken from my center console,Item missing/stolen
loyalty to my mechanic,Competition-prefer local mechanic
I had a coupon and the computer wouldn't honor it,Discount/coupon issue
Attitude,Unprofessional employees
People were rude,Unprofessional employees
My coupon was not honored to its full effect of cost and the technician was quite rude tried to push services that my vehicle did not need,Discount/coupon issue,Unprofessional employees,Overselling-Pressure to buy
The cost of a basic oil change went up approximately 20.00 since last time I had it done,Price too high
I came in for service towards the end of the workday and the tech refused to vacuum my vehicle saying that I got there too late in the day for him to do that,Vacuuming not done propertly
The staff just seems really rough and strung out on drugs,Unprofessional employees
I am unsure that my dealership will honor warranties if I do not use their service dept,Competition-prefer dealer
I have a mechanic I trust in my neighborhood who owns the garage,Competition-prefer local mechanic
"While the service rep (Erik) was very helpful and nice, the location did not have an oil filter for my car",Item out of stock
I went for an oil change and left with ZERO transmission fluid,"Fluids not topped off (ie engine coolant, washer fluid)"
I paid 99.00 for an oil change for my bmw,Price too high
"The service was bad, I left the walnut creek jiffy lube with the engine check light on",Poor customer service
The wait was over an hour with one car in front of mine on the lane,Service took too long
They added too much oil,Other issues
Everyone came in late and it took over 50 min for just a oil change,Service took too long
"The garage staff did not screw the engine oil cap on properly, I had oil splatter under the hood while driving home",Oil cap issue
Horrible customer service,Poor customer service
I had to wait so long,Service took too long
Pricing,Price too high
"Even though I enjoyed the customer service while getting my oil change done, something ended up being wrong with my car when I left",Poor customer service
Always hard selling everything besides oil change,Overselling-Pressure to buy
They charged me $115!!!!!!! I've never paid over $40,Price too high
There were two technicians and no other customers,Service took too long
Got a tire rotation and they only did one side of the car had to go back and tell them the didnt rotate the passenger side,Tire rotation service issue
Great service-exorbitant price,Price too high
Expensive,Price too high
Air filter wasn't installed right and had to go back the next day to get it fixed and it cost me $82,"Air filter "
It took 90 minutes,Service took too long
It is by far the most expensive oil change option out there,Price too high
"Did not reset oil gage also did not clean outside Windows as said they did, did not refill washer fluid, and did not vacuum as said","Oil service light not reset ","Fluids not topped off (ie engine coolant, washer fluid)",Vacuuming not done propertly
Service time was longer than I was used to and they tried to get me to buy unnecessary things,Service took too long,Overselling-Pressure to buy
"First person to ""greet"" me needs to go back to customer service school !!",Poor customer service
Price,Price too high
"Had my oil changed, and among other items had the air pressure checked and when I drove away my low tire pressure alarm went off on all four tires",Tire rotation service issue
Overpriced and long wait for being called jiffy lube,Price too high,Service took too long
"For a $70 oil change this location NEVER cleans the windshield, vacuum or place sticker on windshield",Vacuuming not done propertly,Window sticker -service reminder not replaced
"Went there with working air conditioning ",Air condition service
Your employees are too aggressive with selling the products literally forcing people to but what they don't even need and if the don't they have an attitude also they lie directly in you face telling you Oh your car useso this oil and I have to make a note about to cover our self incase something happens which made me feel uncomfortable thinking that they would damage my my cat purposely because I didn't want to buy expensive oil,Overselling-Pressure to buy,Untrustworthy\Mistrust
"Over priced, hidden charges",Price too high,Overcharged - charged more than was agreed on
Pricing,Price too high
I paid for the service the night before i went to jiffy lube and still had to pay more money for something they said they did  but they didn't do it,Overcharged - charged more than was agreed on
Way to expensive 81.00 for a synthetic oil change- said my car registered  with no oil on the receipt and I had just checked it 2 days earlier and it did- got scammed and didn't know til I looked at my receipt5,Price too high,Untrustworthy\Mistrust
We bought a new car that has a warranty that covers oil changes,Competition-prefer dealer
I have been to this jiffy lube location twice now and the customer service is horrible,Poor customer service
Service was not completed properly,Poor customer service
Price was way more than I've paid in the past,Price too high
Because the employee from your company mistreat to me,Unprofessional employees
"nothing special, except the discount",Discount/coupon issue
This is the 2nd time your personnel failed to reset the oil change indicator,"Oil service light not reset "
Seemingly lack of experience in the bays,Employees not knowledgeable
Because your people are idiots!!! I know more about cars than they do!!,Employees not knowledgeable
They left the cr with grease finger prints on door also hood and grease make on body,Interior/Exterior car damage
"washer fluid was checked filled,never touched,when I upgraded to under carriage,wax,tire shine,paid for it,never got it","Fluids not topped off (ie engine coolant, washer fluid)"
i have a mechanic who does the other things,Competition-prefer local mechanic
I went for an oil change and I felt like I was being hustled for things I did not ask them to look into,Overcharged - charged more than was agreed on
Your military discount was a flat rate of $7 unless I got my tires rotated,Discount/coupon issue
I get that done with my dealership,Competition-prefer dealer
Lack of knowledge of what the services the shop provides,Employees not knowledgeable
Did not correctly put caps back on vehicle,Oil cap issue
Unhelpful staff,Unprofessional employees
Prices on the high side,Price too high
The price for an oil change has gotten way too high,Price too high
"Didn't top off fluids like they said, didn't clean my windows made them look worst","Fluids not topped off (ie engine coolant, washer fluid)"
I do all my other maintenence through another place,Competition-prefer other car care chain
"Every time I go in for an oil change there is always 2/3 other things the tech ""advises"" me to have repaired - becomes annoying/expensive",Overselling-Pressure to buy,Price too high
I brought my car to D'Ella because the coolant was so low car was overheating,Other issues
It's just getting too expensive,Price too high
They did not do everything they said they would,Misinformation about car/service needs given to customer
I had items missing from my vehicle after the service,Item missing/stolen
"They left grease on my passenger seat, grease on the dash above the glove box, grease finger prints on both doors",Interior/Exterior car damage
Already have a mechanic,Competition-prefer local mechanic
There are several places to get a car's oil changed within a mile or two of Jiffy Lube that are cheaper,Price too high
"The workers didn't seem very confident in working on my newer vehicle, which made me nervous",Employees not knowledgeable
I had my cooling system and transmission fluid changed and a plug in to a computer module that controls the shift and the speeder gear was damaged by the people working on my car,Air condition service,Interior/Exterior car damage
Service was excellent but I have a credit account at Firestone and I can get what I need done here,Competition-prefer other car care chain
"It's 11 ay night and my car stopped on me after this ""oil change""  I have never had this problem with the people I know and trust",Untrustworthy\Mistrust
After my oil change there was oil all over the underneath of the hood of my car,Interior/Exterior car damage
This location lacks proper customer service,Poor customer service
I have a service deal with a mechanic that works very well for me,Competition-prefer local mechanic
It took forever,Service took too long
The overall experience was negative,Poor customer service
I plan on learning how to do it myself,Other issues
"Clyde, the person who waited on me was, I'd say less than honest with me",Untrustworthy\Mistrust
"When I left, I had a flat tire which I was told was not due to my services",Interior/Exterior car damage
horrible experience regarding my Freon/Refrigerant refill-  line was not done properly and had to come back a couple of different times,Poor customer service,Air condition service
I asked to have my tires rotated,Tire rotation service issue
2 hour wait,Service took too long
"$50 is a lot to pay for an oil change and then to have them try to upsell me",Price too high,Overselling-Pressure to buy
"When they brought my car out and opened the door, there was a lot of ink on the drivers seat",Interior/Exterior car damage
because I use other places for repairs that are set up to conduct repair services,Competition-prefer local mechanic
90 minutes,Service took too long
"I liked Jiffy Lube because their service, though much more expensive then other places I have been, is very, very fast",Price too high
"Was recommended to change trans fluid, yet all that got done was a flush which can do more harm than good, seeing as how the dirty trans filter stays in the vehicle","Fluids not topped off (ie engine coolant, washer fluid)"
Very expensive,Price too high
Too damn expensive,Price too high
"Went to there for a synthetic oil change, the found out it was $96 for just a oil change on a car",Price too high
The up-selling was very unpleasant,Overselling-Pressure to buy
I was quoted $41 for an oil change on my 2014 ram 1500,Price too high
Service staff not friendly and the prices are not competitive,Price too high
I took my car to the dealer to check on other issues the found the lip cap not replaced properly and some other stuff that should not have been there,Interior/Exterior car damage
The oil prices went up and this jiffy lube doesn't honor the ladies day,Price too high
Items were marked complete that were not even started,Overcharged - charged more than was agreed on
They tell me one price and it's two times as much,Price too high
They rotated tires and over torqued lug nuts,Tire rotation service issue
Took such a long time to get the oil changed,Service took too long
"I was very satisfied with the service, but it just depends on what exactly I need done and whether or not I have a coupon",Discount/coupon issue
"My car is not running the same ever since Friday ",Poor customer service
Someone there broke the chair  mechanical  case in my car and when I ask what happened they said it was like that and it wasn't,Interior/Exterior car damage
Too expensive,Price too high
Price to high,Price too high
Overpriced $10.00 plus in taxes is crazy and there was a donation added to my bill that I did not condone,Price too high
The price changes,Price too high
Efficient but expensive,Price too high
The Young lady on the counter was not interested in the customer and tended to want to get me out rather than ask if I was happy,Unprofessional employees
Never informed about the price and was given the most expensive oil without notification,Price too high,Didn't get customer prior approval to authorize work/expense
"While oil change was completed ok, the replacement of the cabin air filter was incompete","Air filter "
"This is the second time at this store, I have received bad service and found things wrong after the fact",Poor customer service
"Did not have air filter in stock ",Item out of stock
Staff is rude when I say I have my own air filters at home and don't want them to change mine,Unprofessional employees
Expensive,Price too high
Mechanic did not verbally tell me that my oil was leaking therefore by the time I arrived home the oil was completely done and had to go to servicd center to get issue fixed,Poor customer service
The dip stick at the rear differential was pulled to check level and not replaced resulting in fluid leak in the engine compartment and on to the catalytic converter causing the fluid to burn and produce a large amount of smoking,Oil or filter not actually replaced
The customer in front of me had their car leaking oil after the oil change was done (poor quality service) and this made the customers behind that customer wait a longer time,Poor customer service,Service took too long
Apparently Jiffy lube is unable to add Transmisdion Fluid to my car a 2007 Chevy Cobalt and over the last 5 or more years have stated that all of my fluids were topped off,Misinformation about car/service needs given to customer
They did not hook up my air intake hose after replacing my air filter and broke the mount on the air filter cap,Interior/Exterior car damage
I will take my car to the dealer,Competition-prefer dealer
The price,Price too high
They were pushing upgrade service other than advertised one,Overselling-Pressure to buy
Way to expensive for synthetic,Price too high
Didnt know there was a problem until I got home and read the notes on my invoice,Poor customer service
"For the signature oil changes, they say the top off all your fluids and vacuum your vehicle - the past 2 times I have left there my fluids were not topped off - windshield washer fluid, etc my lights have popped on saying they are low - 2 days later and my car is never vacuumed when I leave there","Fluids not topped off (ie engine coolant, washer fluid)",Vacuuming not done propertly,"Oil service light not reset "
Too expensive,Price too high
Poor customer service,Poor customer service
oil leaking from plug and frame,Oil cap issue
"I got the wrong timing estimate from 3 different people, including the manager",Service took too long
Wait time was longer than what is normal for competitors,Service took too long
Wrong oil type out in initially,Incorrect oil type used
Cost,Price too high
"After leaving Jiffy Lube, neither of my headlights worked",Poor customer service
"The experience from the time I got there was unfriendly, He only vacuumed on side and then I thought oil changes were 21.99 and it was double that",Vacuuming not done propertly,Price too high
"Promised vacuuming services were not given, and I was rushed away before I could inspect the car",Vacuuming not done propertly
The jiffy lube location had dirty bathrooms,Customer lounge atmosphere
my truck was leaking oil after service,Poor customer service
My oil change was done sloppy to quick they always give me good service but this time they didnt explain to me when is my next oil change or applied a sticker with my mileage,Window sticker -service reminder not replaced
They did not vacuum my car as they said and indicated on my work order,Vacuuming not done propertly
I have another mechanic for non-routine work that I can't do myself,Competition-prefer local mechanic
The cost of an oil change and tire rotation is more than double the price of a package my dealership service department offers,Competition-prefer dealer,Price too high
Its to expensive,Price too high
"I went for Top of today, and the manager today 8/22/2016 at the New Hampshire Abe location told me that I will have to pay for the oil for Top of",Overcharged - charged more than was agreed on
Terrible experience with the staff and complained to customer service which did nothing,Poor customer service
Very expensive compared to other shops in the area,Price too high
"Went for an oil change, they told me I need it a tire rotation which I found out later on I didn't need it, they told me they had clean windows and vacuum carpet and gave me a receipt as completed but they lied, I needed it air on two tires and I asked twice to make sure , they said all done but didn't",Misinformation about car/service needs given to customer,Vacuuming not done propertly,Tire rotation service issue
Just seemed to take a really long time for an oil change,Service took too long
More expensive than other places in the area,Price too high
"The person who rotated the tires on my vehicle failed to properly tighten the lug nuts on one wheel, then the person in charge failed to check his work to make sure it was done properly before releasing my vehicle to me",Tire rotation service issue
"Ceiling was leaking, wait time was initially estimated at half an hour and it took over an hour for it to be completed",Service took too long
"They suggested to replace a belt which was fine with me but after a little more than 2 hours later could not put new belt on, they had to put the old one back on, they did give me the belt and discount",Employees not knowledgeable,Service took too long
Prices,Price too high
Because your sales person was very demanding,Overselling-Pressure to buy
Try to sell you items you don't need before even looking at the car,Overselling-Pressure to buy
The way the employees treated me from the minute I drove up,Unprofessional employees
A somewhat poor attitude on the part of manager -,Unprofessional employees
I had to go back after I drove all the way home because oil was leaking out of my car,Oil filter issue
I was told that I needed a new battery by the technician and I told him I'd have to do it later as I didn't have the extra money at the time,Misinformation about car/service needs given to customer
My husband services my vehicle for all other maintenance,Other issues
I am an auto mechanic and do my own repairs,Competition-prefer local mechanic
Services offered nobody clean the window no more vacuum a charge for anything extra money,Vacuuming not done propertly,Overcharged - charged more than was agreed on
Awful experience,Poor customer service
"It was expensive, the coukdnt get my filter off and only credited me $2 for no filter",Price too high
High Pressure sales of services with doubtful value,Overselling-Pressure to buy
"Our car is 11 1/2 years old and has 236,000 miles on it",Other issues
I am lucky enough to have a wonderful mechanic that I trust with my vehicle,Competition-prefer local mechanic
"I was told all my fluids were topped off only to find that they never checked the coolant level which I specifically asked them to check due to fact I had just gotten an ""low coolant level"" warning","Fluids not topped off (ie engine coolant, washer fluid)"
"The prices are getting high, I may be able to get it done for less at local shops",Price too high
They replaced a good radiator cap with cheap one that dosen't seal well,Oil cap issue
"Took much longer than was told, then when the car was ready, had to wait another 10 minutes for someone to take my payment",Service took too long
windows  was not washed and they did not vaccum the car,Vacuuming not done propertly
The service was terrible,Poor customer service
I was promised $10 off and didn't get it,Discount/coupon issue
"First of all, I was apprehensive about going to Jiffy Lube because of some experiences of family members and now me",Poor customer service
"$91.00 for oil and a filter?  You got me this time but NEVER again",Price too high
They pulled a computer wire and I had to take my care to the dealer to correct the problem,Interior/Exterior car damage,Competition-prefer dealer
The bait and switch on oil change cost,Untrustworthy\Mistrust
I use the dealer,Competition-prefer dealer
They said they reset the oil change button and didn't,"Oil service light not reset "
"As long as I pick a good time, they will get you in and out of there in a hurry",Other service issues
I do my own service work so that is why I won't take my car to Jiffy Lube for the next oil change or for other service,Other issues
"Was the first person in line, yet was there for about 50 minutes",Service took too long
I am student and oil change here is more expensive,Price too high
"They did not put the bolts back in the plastic cover under my car and on the way home it started dragging on the asphalt, which tore the plastic cover and I had to try to fix it myself while in dress clothes under my dirty car",Interior/Exterior car damage
"They changed the oil however none of the ""perks"" that comes with going to jiffy lube (i",Discount/coupon issue
"When a custumer ask questions ,it is because want to know what is going on with his vehicle , Nobody wants to hear that his vehicle is too old and this the reason , I could not see any oil on the stick but the worst is to hear If I do not want to hear this I have to go to other place to do an oil change , in my place there are four vehicles ",Misinformation about car/service needs given to customer
Prices are higher that the dealer,Competition-prefer dealer,Price too high
"While doing a tire rotation, the technician broke my wheel lock key by using gun to unscrew the wheel lock instead of doing it manually",Interior/Exterior car damage
I had to go back BC a defective part was put on my car when I had my oil changed,Interior/Exterior car damage
Service took too long and I was not notified when my car was ready even though I was sitting in their waiting room,Service took too long
PRICE,Price too high
Was treated very poorly by your manager,Unprofessional employees
The service took entirely too long,Service took too long
Service was unacceptable,Poor customer service
Horrible service - came in for an oil change and was ignored for 30 minutes before being addressed at all,Poor customer service,Service took too long
At least two people in training working on my vehicle,Employees not knowledgeable
My Honda CR-V has been serviced at the dealership for nearly 6 years except for this oil change,Competition-prefer dealer
I paid about $89 for an oil change that would cost me no more than $50 at the Toyota Dealership,Competition-prefer dealer,Price too high
they were unable to replace the air filter,"Air filter "
Expensive considering the service provided,Price too high
"Well, you advertise tire rotation; when I showed up for service, I was told that the lift was to small",Tire rotation service issue
"easy, quick but expensive",Price too high
I didn't get an oil change but I did get a state inspection on the car and was told to the wiper blade needed replacing,Misinformation about car/service needs given to customer
A small recap of my experience,Poor customer service
"After getting my oil changed, my AC started to rattle",Air condition service
The gentlemen at the store were so unprofessional,Unprofessional employees
They failed to install the oil filter correctly causing my car to leak oil on the way home,"Air filter "
JiffyLube is now more expensive than the dealer,Price too high,Competition-prefer dealer
After the mechanic finished with the oil change we were called in to ask what services we wanted,Unprofessional employees
"When my car was pulled in, the owner decided to have a meeting which took some time",Service took too long
"Told me my anti freeze was low offered to ""top it off"" for 5 dollars I declined knowing I had some at home ",Overselling-Pressure to buy
90 minute wait for oil change,Service took too long
"Each time I have gone to Jiffy Lube (regardless of location) the tech's have not reset the ""Change Oil"" message, even though I ask them to remember to","Oil service light not reset "
"Te manager had a horrible personality and treated me like he was doing me a favor and when I told him about his atitud he even called me a bad apple and he said he didnot need my business at all ",Poor customer service
Very expensive compared to same service at other drive in service,Price too high
Technician diden't seem knowledgable,Employees not knowledgeable
The manager was very unfriendly,Unprofessional employees
Out of stock of in cabin air filter,Item out of stock
Cost$,Price too high
Door handle was greasy and windshield a little streaky,Poor customer service
I will return for the convenience but unfortunately I had to wait more than an hour and a half for my van to be serviced for an oil change,Service took too long
The price is high,Price too high
I have a service and mechanical repair warranty with Mini of Honolulu,Competition-prefer other car care chain
Just noticed that my oil cap is missing,Item missing/stolen
Prices are too high,Price too high
