"I checked some stuff that they said they checked and they said full but not full like liquid for radiator like liquid for windshield like they made all the motor dirt they spoiled oil everywhere they did not clean it when they was changing oil for me the problem that I'm member with jiffylube ",Other service issues,Unprofessional employees
"I will continue to go to the Owings Mills, the location I usually go to because I was not very happy with the Columbia location",Competition-prefer other car care chain
we have a mechanic who works on our cars for other repairs,Competition-prefer local mechanic
The men working on my car did not install my headlights correctly,Other service issues
Just didn't feel like a valued customer,Poor customer service
Have a mechanic in the family,Competition-prefer local mechanic
Changing your prices from 40$ for an oil change to 75$ is a complete rip off,Price too high
Unprofessional staff discussing sex and curing at each other,Unprofessional employees
Maintenance is done by Ford under warranty maintenance done by Ford,Competition-prefer other car care chain
Didn't realize how expensive an oil change is 75 for a regular oil change  with high milage,Price too high
It took 90 minutes for the service,Service took too long
"I use my car dealership for repairs, service other than oil changes",Competition-prefer other car care chain
I got a battery replaced here and left with my entire car shaking,Interior/Exterior car damage
After 6 days of driving  I had to get another oil change after the light in my vehicle indicated that my oil needed to be changed,Oil filter issue
I have a trusted mechanic,Competition-prefer local mechanic
I go to the dealership for more extensive maintence,Competition-prefer other car care chain
There was no other car in the shop but mine and 4 guys managed to mess up my oil change,Oil filter issue
They almost lost my registration card! Spent about 15-20 minutes looking for it--oops,Item missing/stolen
Pricing,Price too high
Bolt holding oil pan stripped previous visit  $314,Overcharged - charged more than was agreed on
I go elsewhere for maintenance or do it myself,Competition-prefer local mechanic
Staff seems inexperienced,Employees not knowledgeable
I had asked them to look at a fuse - and they said they did not do that,Other service issues
I have a private mechanic who works on my cars,Competition-prefer local mechanic
"Other than oil changes, jiffy doesn't offer too many repair services",Other service issues
After my initial service was completed my battery appeared to be weak and drained to the point that I could not start my car,Alignment or Battery service issues
Didn't think they did much more then oil changes,Other service issues
I feel I was duped into buying oil that I had never used and did not want,Misinformation about car/service needs given to customer
They did the oil change wrong and oil leaked all in my engine no one called back,Incorrect oil level/quantity
I get my other services done at a mechanic,Competition-prefer local mechanic
The oil change and small repairs were done well but the man at the service window was VERY misogynistic,Unprofessional employees
"When I returned straight home, went back out to my card had a very flat tire, I took the tore off took it to Firestone they said the value stem had been loosen",Interior/Exterior car damage
"Well, I felt very pressured to buy/add on things that I deemed unnecessary for my vehicle at the time",Overselling-Pressure to buy
Car is relatively new and still under warranty - any further items that need attention will be completed at the dealership,Competition-prefer other car care chain
I cna do it myself,Competition-prefer local mechanic
Not that great,Other service issues
have my own mechanic for that,Competition-prefer local mechanic
Too expensive for the quality,Price too high
I was displeased with the service I received I was in the shop for an hour just for a oil change and I was the only vehicle  there the technician indicated that they didn't have the necessary tools to take the oil filter off and I had to wait for it to be delivered,Service took too long
Because I simply had an oil change and had to return 2 times to get my unresolved issue taken care of,Oil filter issue
The price,Price too high
Window cleaning only half done,Other service issues
Only because I have a regular service station I use but didn't have the time yesterday,Competition-prefer other car care chain
I do not believe your staff has the expertise to do more sophisticated repairs,Employees not knowledgeable
Had a 15% off coupon that I received through email from prior visit that was not honored,Discount/coupon issue
I don't take my cars to Jiffy Lube for anything other than oil changes,Competition-prefer other car care chain
The staff was nice but it took 1 hour from when the car was pulled into the service area to when it was pulled out for a basic oil change,Service took too long
Expensive,Price too high
"Dirty handprints on fender, armrest and windshield",Other service issues
"Stop the hard sell of accessories, I change my own air filter, and other than my oil changes all maintenance work is done by my Ford dealership",Competition-prefer other car care chain
Not sure if Jiffy Lube has BMW parts and trained technicians,Item out of stock,Employees not knowledgeable
Way too expensive!,Price too high
I have a car mechanic I go to for other services and maintenance,Competition-prefer local mechanic
Have another shop that takes care of vehicle,Competition-prefer other car care chain
Did not get good service,Poor customer service
I was disappointed in the fact they said they vacuumed by car and cleaned the outside of my windows when it was obvious they did neither,Other service issues
Rude inexperienced crew,Unprofessional employees,Employees not knowledgeable
When I got home my car was leaking oil and a gasket had been broken on the old change,Interior/Exterior car damage
I HAVE A REPAIR SHOP FOR ALL MY OTHER REPAIR NEEDS,Competition-prefer other car care chain
I have a mechanic for all my other car needs but I usually come in for oil changes,Competition-prefer local mechanic
I waited over an hour to get a quote for brakes and the amount was outrageous,Service took too long,Price too high
I have heard negative stories about Jiffy Lube in the past,Other issues
Jiffy Lube is great for oil changes because they are fast and reliable but I would likely take my car to the Midas across the street for other service or repairs because they are a full service mechanic,Competition-prefer local mechanic
Can get it done cheaper and with less pressure to upgrade to more services,Competition-prefer other car care chain
"Came in for routine oil change prior to leaving for trip,  carpet vacuum and window cleaning are said to be done during this service",Other service issues
Was forced into hugging one of the mechanics,Competition-prefer local mechanic
"They didn't vacume my car barley during my oil change, and they always try to get more money out of you for even basic oil changes",Vacuuming not done propertly
The on board computer systems were not updated to reflect an oil change happened,Oil filter issue
"Workers lied and told me things that I really didn't need at the moment, and expected me to pay for services checking them off without even asking me",Misinformation about car/service needs given to customer,Didn't get customer prior approval to authorize work/expense
I felt there was no leadership in the store,Poor customer service
The service team got my vehicle and another vehicle mixed up,Other issues
Price,Price too high
I was treated horribly,Poor customer service
They have things listed down on my bill that havent been done,Overcharged - charged more than was agreed on
I have same mechanic for over 20 years,Competition-prefer local mechanic
HAVE OTHER MECHANIC,Competition-prefer local mechanic
Have two mechanics in family,Competition-prefer local mechanic
Have other mechanic,Competition-prefer local mechanic
"father is a mechanic, but i don't bother him with oil changes",Competition-prefer local mechanic
Have a great mechanic already,Competition-prefer local mechanic
I have a mechanic that I have perform all other maintenance,Competition-prefer local mechanic
"The prices are higher here than the jiffy lube in Albany, NY",Price too high
I opened my glove compartment today and it slammed open,Interior/Exterior car damage
I do all my major maintenance at the dealership,Competition-prefer other car care chain
My tires were not inflated to the proper pressure,Other service issues
Employees were unkept and rude,Unprofessional employees
Pretty grim group at this location,Unprofessional employees
I have used various JL's over 3 decades and this may ne the last time I do,Other issues
I use my dealer for repairs,Competition-prefer other car care chain
I have a garage that I go to for other work,Competition-prefer other car care chain
i don't usually go to Jiffy Lube for service,Competition-prefer other car care chain
take to my mechaninc,Competition-prefer local mechanic
Teach the people who to check tire pressure and how to tighten the oil plug lol,Employees not knowledgeable
Have a mechanic I trust,Competition-prefer local mechanic
anything beyond an oil change I get my son-in-law's father's shop to do,Competition-prefer local mechanic
A family mechanic takes care of other maintenance or work needed,Competition-prefer local mechanic
It goes to the Dealership manufacturer,Competition-prefer other car care chain
The opaque pricing process leads to miscommunication and suspicion,Communication
"(1) I have a mechanic that I use for all maintenance",Competition-prefer local mechanic
I went there for an inspection and i failed because supposedly my struts were loose and a lug nut couldnt be taken off,Other issues
They charged for items after the fact,Overcharged - charged more than was agreed on
Have a regular garage we use for most things,Competition-prefer other car care chain
"I go to a mechanic for that, but to Jiffy Lube for oil changes",Competition-prefer local mechanic
Dealer service and parts,Competition-prefer other car care chain
Have a personal mechanic,Competition-prefer local mechanic
"I don't have a Jiffy Lube in my hometown (Canton, GA) and use a auto shop for my regular maintenance",Location,Competition-prefer other car care chain
My 1990 Saab was nearly destroyed by a service man who didn't know how to drive stick shift,Interior/Exterior car damage,Employees not knowledgeable
Don't trust jiffy lube to do anything else besides oil changes,Untrustworthy\Mistrust
because the oil change was more then the last two times I was there also the next morning when I went to start up my car it wouldn't start,Oil filter issue
was there for over an hour,Service took too long
They added services without my consent! Period!,Didn't get customer prior approval to authorize work/expense
"During service, the tech broke the air inlet from the air filter to the throttle body and didn't tell me",Interior/Exterior car damage
Already have places for the other things,Competition-prefer other car care chain
because we have used the same mechanic for years and completely trust them and they know our cars,Competition-prefer local mechanic
I would take it to the dealership,Competition-prefer other car care chain
I have an excellent mechanic where I prefer to take my car,Competition-prefer local mechanic
The staff upcharges,Overcharged - charged more than was agreed on
Service was slow,Service took too long
Prices,Price too high
We have a mechanic we have used for years,Competition-prefer local mechanic
I have a mechanic that does other work,Competition-prefer local mechanic
The oil and filter were changed and no thing else,Other issues
I felt that their customer service delivery was very poor,Poor customer service
I have a mechanic I use,Competition-prefer local mechanic
Staff was unprofessional,Unprofessional employees
I have a brand new vehicle and will return to the dealership for any additional services,Competition-prefer other car care chain
Ploy ease or unprofessional and disorganized,Unprofessional employees
I bring my Honda Pilot to the dealer for larger services - as it is at 355K miles,Competition-prefer other car care chain
Have mechanic that does all maintenance and repair on my car,Competition-prefer local mechanic
Awful customer service experience,Poor customer service
I waited 90 minutes for an oil change,Service took too long
I was told that several of my fluids were low but I told the people I would take care of them,Other issues
I would go to the dealer for serious maintenance to the car,Competition-prefer other car care chain
Maintenance gets completed at the dealership,Competition-prefer other car care chain
"Pricing just seemed very high, even to get a filter changed out",Price too high
Not confident about services other than Oil and inspection,Untrustworthy\Mistrust
I'm not sure what they did on my car!,Other service issues
Can't afford,Price too high
"well, my check engine light came on after the coolant flushing and oil change","Oil service light not reset "
Too expensive,Price too high
Too expensive,Price too high
HAVE FAMILY SHOP,Competition-prefer local mechanic
Tire light was on when I arrived and was still on when I left,"Oil service light not reset "
"Under Warranty, oil changes for record",Competition-prefer local mechanic
For a $50! oil change ( I only received the generic oil for that price) the service was rude and my car was only partially vacuumed,Price too high
"Sign read ""open bay, no wait"" but it took over an hour for an oil change",Service took too long
Mechanic at home,Competition-prefer local mechanic
"There wasn't much communication, I believe there was a preconceived idea about me, I learned along time ago not to do that when I was in customer service",Communication
Because I can find a cheaper price somewhere else or do it on my own,Price too high
I went in for an oil change and was told that both my alternator and my battery were shot and needed to be replaced for $400+,Price too high
"Way too expensive $ 99 dollars for an oil change, $48 for an air filter, I can't imagine what would be to do anything else, no way never",Price too high
They don't do full service,Employees not knowledgeable
It was my 1st time at this location and they didn't top off or add any fluids,"Fluids not topped off (ie engine coolant, washer fluid)"
My car is under warranty at the place I bought it so all major service there is free,Competition-prefer other car care chain
have a regular mechanic,Competition-prefer local mechanic
Employees are extremely pushy about performing service that you are not there to get done,Overselling-Pressure to buy
Expensive and slow service,Price too high
I get my routine maintenance with someone else who I've been going to for several years,Competition-prefer local mechanic
"Car was not vacuumed, Windows not cleaned, so what else did they not do that I paid for",Other service issues
"It took entirely to long when I got there the lady told me I had four cars in front of me about 15 min each car, I went in for an oil change and took over 2 hrs to get to my car once they finally had my car the guy servicing had my car tilted in the bay and he wasn't sure what was being done to my car the manager told him to figure it out, to me that's horrible service I had my son with me and if I knew it was going to take that long I would have went somewhere else or came back later",Service took too long,Unprofessional employees
Cost,Price too high
They don't have a device to reset the oil light on my VW,"Oil service light not reset "
I take my vehicle to the dealer for maintenance other than oil changes,Competition-prefer other car care chain
"I do not trust the ""salesman"" named Sebastian",Untrustworthy\Mistrust
A service tech broke my oil dipstick and didn't even say anything about it,Interior/Exterior car damage
I have a mechanic I use for maintenance beyond what I can do,Competition-prefer local mechanic
They were extremely slow - took nearly an hour for an oil change,Service took too long
"Nothing, I prefer the dealer for services besides oil change",Competition-prefer other car care chain
Horrible customer service and all around laziness of the staff,Poor customer service
Price,Price too high
I often do my own maintenance other than the oil change,Competition-prefer local mechanic
Price too expensive,Price too high
I am a single mother and I can not afford 70 for a oil change,Price too high
"They didn't clean my windows nor did they vacuume the car I asked for them to check my tire pressure and I saw the man bend over and squeeze one tire with his hand as if that's checking my tires pressure , was very annoyed with the full service oil change , should be called the good enough oil change",Other service issues
I don't have any indication that Jiffy Lube's employees are up to the task,Employees not knowledgeable
They stripped my oil pan,Interior/Exterior car damage
JL services outside of oil changes are grossly overpriced and I doubt the capability of the technicians to perform them,Price too high
I went to get a oil change and transmission service it should of cost 110 then I was told it would be slightly more expensive and at the end I found out it was 220 to do it,Price too high
When they took out my cabin filter it was not properly put back,Interior/Exterior car damage
"The ""protective fender mats"" were covered in oil and covered both front fenders and hood with oil",Other service issues
Too expensive!!!! 92$ for an oil change is crazy,Price too high
I don't trust Jiffy Lube for anything beyond an oil change,Untrustworthy\Mistrust
"Although convenient, products and services are very expensive",Price too high
Pushy service as well as the unintelligible and hot-tempered desk clerk,Overselling-Pressure to buy,Unprofessional employees
"Primarily the location, not close to any Jiffy Lube locations",Location
Too costly,Price too high
Other local business services my vehicles for any other needs,Competition-prefer local mechanic
I can find someone to do the work cheaper than Jiffy Lube,Competition-prefer local mechanic,Price too high
"I purchased a windshield wiper, which was overpriced to begin with, I drove away and got about five miles down the road and went to use the wiper and it flew off",Price too high
The cost was almost $100 for an oil change,Price too high
I use the dearler for maintenance,Competition-prefer other car care chain
I have a mechanic,Competition-prefer local mechanic
"The last two times I have gotten my oil changed at Jiffy Lube, the next day, my oil light began coming on","Oil service light not reset "
Would rather take my vehicle to my mechanic,Competition-prefer local mechanic
I do my own repairs,Competition-prefer local mechanic
"I was from out of state, needed an oil change, went to Jiffy Lube and was charged $91 for oil change",Overcharged - charged more than was agreed on
The technician that was looking at my car didn't do a very thorough job,Other service issues
One of the mechanics cut their finger in my car and left blood on a shopping bag I had inside my car,Competition-prefer local mechanic
They didn't do half of what was on the recipe,Overcharged - charged more than was agreed on
It's too expencive,Price too high
I leave the more complicated maintenance issues to my mechanic,Competition-prefer local mechanic
I can do it myself,Competition-prefer local mechanic
caused my oil get more leak,Oil filter issue
My son works on my car when there is something other than an oil change,Competition-prefer local mechanic
All other services are over priced,Price too high
Manager at the location I went to was a total Jerk,Unprofessional employees
When I was cashing out the technician said they could not accept my Jiffy Lube Car Care One credit card,Discount/coupon issue
Cause I don't like the welcome and the service seem wasn't complete in timely fashion,Poor customer service,Service took too long
I had cash and my USB cord that hooks from my iPhone to my car stolen,Item missing/stolen
"My glovebox was off the hinge, the windows were not washed and the floors weren't vacuumed",Vacuuming not done propertly,Interior/Exterior car damage
Constant hard upselling,Overselling-Pressure to buy
"Unfortunately, my wife requested Synthetic Oil instead of the regular stuff, so we ended up paying $72.99 instead of $26",Price too high
I usually work on my own vehicle,Competition-prefer local mechanic
"I have a person who knows my car and he knows it well, so I always go to him",Competition-prefer local mechanic
Past experiences and the fact that I do my own maintenance on my vehicle,Competition-prefer local mechanic,Other service issues
High prices and poor diagnosis on my vehicles,Price too high
Too much time spent telling technician I didn't want extra things,Service took too long
I have a new car with warranty,Competition-prefer other car care chain
I have a mechanic who handles my other car needs,Competition-prefer local mechanic
My tires were not inflated,Tire rotation service issue
I can get it done just as well for cheaper at different places,Competition-prefer local mechanic
I work  for an auto parts warehouse and do the work myself,Competition-prefer local mechanic
Prices,Price too high
Not confident,Employees not knowledgeable
I have a mechanic that I trust and use for routine maintenance,Competition-prefer local mechanic
Have a local mechanic,Competition-prefer local mechanic
Services are just a little on the pricey side,Price too high
I have a mechanic,Competition-prefer local mechanic
Past history,Other service issues
Your maintainence is too expensive & nothing I can't do myself,Price too high
I have a service contract on my car for repairs and problems,Competition-prefer other car care chain
Have a mechanic I trust,Competition-prefer local mechanic
"It took an hour and a half for an oil change, tire rotation, and inspection",Tire rotation service issue
Total disregard for my time,Service took too long
"Nothing with the Team, I'm in the automotive business and will use my facility first",Competition-prefer other car care chain
it seems like you force services that are not needed,Overselling-Pressure to buy
I perform all my other services such as brake work and the such!,Competition-prefer local mechanic
They are unable to lift my truck,Employees not knowledgeable
Will go to dealer,Competition-prefer other car care chain
I was taken advantage of! Walk in with a $20 groupon told me I couldn't use it while they already did my car! I was forced to pay 88$ My car wasn't even vacuumed which they claimed they did ! It was raining they wiped my back window and left smuge all over it so I can't see out of it! As well as they never checked my air pressure because later that night I had to and it was low!!!! What a scam & a rip off!!!!,Discount/coupon issue,Customer felt threatened,Vacuuming not done propertly
I asked them to refill my windshield washer fluid and they said they did but it was empty when I checked later that day,"Fluids not topped off (ie engine coolant, washer fluid)"
High prices and employees seem shifty and up to no good,Price too high,Unprofessional employees
I have a local mechanic that I use for other maintenance issues,Competition-prefer local mechanic
"left car , was told I would be called when finished, no one called",Poor customer service
"Well yesterday, cars that were in the back of me got pushed in front of me",Later-arriving customers served ahead of me
"Told me I had a bad oil leak, I don't because I never have to add oil between changes",Misinformation about car/service needs given to customer
It was suggested that I replace my transfer case & differential fluids,Other service issues
Customer service is thr worst,Poor customer service
"I dropped off my truck and asked to be called when done, that was not done",Poor customer service
Probably will take care of this at my car repair place (trust them more),Untrustworthy\Mistrust,Competition-prefer local mechanic
I use a garage mechanic for maintenance and repair,Competition-prefer local mechanic
you did a tire rotation and broke one of the screws that holds the tire in place,Tire rotation service issue
Inexperienced techs,Employees not knowledgeable
Don't have faith in techs beyond oil change,Untrustworthy\Mistrust
I have a personal mechanic I use for those services,Competition-prefer local mechanic
The cost of the service is completely ridiculous,Price too high
The Bedford location has been getting a little aggressive with their upsale tactics,Overselling-Pressure to buy
Usually use my regular mechanic for anything major,Competition-prefer local mechanic
Mechanic continue to up-sale on unnecessary vehicle needs,Competition-prefer local mechanic
On my last visit for an oil change I was told I needed transmission flush and fill and was told it was $120,Price too high
everytime i go to jiffy lube I feel the technicians are pushy,Overselling-Pressure to buy
"The man in the reception, I think his name is David, was rude disrespectful & condescending",Unprofessional employees
My husband's company has a mechanic who services all of our vehicles,Competition-prefer local mechanic
The agent was not very pleasant,Unprofessional employees
"I paid for the signature change that includes a tire rotation, car vacuum and exterior window cleaning and none of those were done",Tire rotation service issue,Other service issues
Poor floor management resulted in excessive waiting time,Service took too long,Unprofessional employees
I already have a repair shop,Competition-prefer local mechanic
"I use a regular mechanic, and other resources for most of my regular maintenance",Competition-prefer local mechanic
"Over priced, straight mineral oil not offered nor available",Price too high
They didn't call me when my car was finished like they asked,Poor customer service
I feel like every time I go for an oil change I am told there is something else that needs to be prepared,Misinformation about car/service needs given to customer
I was told 30 minute wait and so I walked down the street to eat breakfast not really concerned with the time,Service took too long
Customer service was awful asking questions about my car no one had answers,Poor customer service,Misinformation about car/service needs given to customer
Over priced for very little necessary work,Price too high
Have a hybrid car & issues can require certain training,Employees not knowledgeable
"$96.00 for an oil change",Price too high
The services that are included in oil change price were not performed,Price too high
The jiffy lube I went to has gone way down hill,Other service issues
I use another mechanic for things beyond oil changes,Competition-prefer local mechanic
we have our own mechanic,Competition-prefer local mechanic
"I take my car to my mechanic for things that you don't work on, ie: O2 sensor issues, etc",Competition-prefer local mechanic
Costly,Price too high
Exterior windows were not cleaned and tire pressure was not checked,Other service issues
"We live in Elkton, FL",Location
I am more comfortable with the mechanic we've been using for years,Competition-prefer local mechanic
Misled by a coupon,Discount/coupon issue
Jiffy Lube was unable to replace the headlight bulb I needed,Other service issues
I do not use jiffy lube for maintenance,Competition-prefer local mechanic
"I usually perform the services myself, today's visit was due to lack of time",Competition-prefer local mechanic
I have a regular mechanic who does other work,Competition-prefer local mechanic
When the tech checked my cabin filter he left his rag in it when he put it back in place and when I turned my A/C fan on it made a horiffic noise,Interior/Exterior car damage
Price for the level of service,Price too high
"Nothing about my experience, I go to someone else for maintenace",Competition-prefer local mechanic
Nothing about experience - just prefer dealer since car is still under warantee,Competition-prefer other car care chain
I use a trusted mechanic for services beyond oil changes,Competition-prefer local mechanic
The lack of sincerity and honesty from the associates,Untrustworthy\Mistrust
most major repairs and maintenance I go to the dealer,Competition-prefer other car care chain
The customer service was very poor,Poor customer service
I do other things myself,Competition-prefer local mechanic
Took forever even though when I arrived there was no one else there,Service took too long
I was being charged for something I didn't need,Overcharged - charged more than was agreed on
I prefer to go to my regular mechanic for any other work,Competition-prefer local mechanic
"While replacing wiper blades, the tech cracked my windshield",Interior/Exterior car damage
I don't believe in adding things to a bill that is not requested,Overcharged - charged more than was agreed on
My car ran perfect when I brought it in,Other issues
I have a mechanic,Competition-prefer local mechanic
"They checked off that they did things and they did not vacuum, wash wondows,  power steering level low as was antifreeze",Overcharged - charged more than was agreed on,Vacuuming not done propertly
Led to believe car needed synthetic oil when it only requires conventional,Misinformation about car/service needs given to customer
Untrustworthy,Untrustworthy\Mistrust
I have my vehicle serviced elsewhere,Competition-prefer local mechanic
I have a mechanic,Competition-prefer local mechanic
I always feel pressured to purchase additional services when all I want is an oil change,Overselling-Pressure to buy
Your prices are not competitive w/several other repair shops that have demonstrated proficiency,Price too high
I take my vehicle to the dealer for work that I don't do myself,Competition-prefer other car care chain
I have regular service performed at an auto mechanic shop I have patronized for years and they know me and my car very well,Competition-prefer local mechanic
They tried to sell me services I didn't need,Overselling-Pressure to buy
"It was very expensive, the price of the oil change outrageous",Price too high
I typically get my vehicle service at the dealership,Competition-prefer other car care chain
Prices seemed a bit high,Price too high
Vehicle Warranty does not permit additional maintenance by other shops,Competition-prefer other car care chain
I go to another full service garage for needs beyond a oil change,Competition-prefer other car care chain
"The fact that we have been a customer for many years, on the last visit I was not asked about anything that needed to be done on the vehicle and then they simply checked off declined for vacuuming and washing the windows",Didn't get customer prior approval to authorize work/expense,Vacuuming not done propertly
Had some coins stolen out of the dash during my vehicle inspection,Item missing/stolen
The prices for parts are outrageous,Price too high
Mechanic,Competition-prefer local mechanic
I have my own trusted mechanic that does my repairs,Competition-prefer local mechanic
The service man behaved in an arrogant manner never answered my questions clearly,Misinformation about car/service needs given to customer
Everything was a little disorganized,Unprofessional employees
I have issues trusting anything other than oil change,Untrustworthy\Mistrust
Poorly treated by Phil when I presented a coupon,Poor customer service,Discount/coupon issue
Feel undo pressure to pay for additional services,Overselling-Pressure to buy
You are overpriced and the staff is very inexperienced,Price too high
Dealer prices are lower,Price too high
The store is very understaffed,Other issues
"Did not vacuum, did not check tire pressure, did not fill washer fluid, question wether they even changed the oil and filter, did not change brake light that was out",Vacuuming not done propertly,Other service issues,Brakes services
Have own service agent,Competition-prefer local mechanic
"They tried to say hi needed a cabin filter when they were showi,g it to me, it wasn't even dirty",Competition-prefer local mechanic
I have a trusted mechanic I have do all my other work,Competition-prefer local mechanic
Tried to sell me a battery I don't need,Overselling-Pressure to buy
"When I got in my car to leave after I had paid for my service, my glove box was open and hanging down and all my papers were on the seat",Interior/Exterior car damage
I have a very good mechanic in my neighborhood,Competition-prefer local mechanic
They broke pieces on my car  and denied it did not put clamps back down on hoses have to do any flash,Interior/Exterior car damage
Nothing to do with location,Location
We get most maintenance done at dealership,Competition-prefer other car care chain
"The computers were down  which is understandable then I asked my tire pressure to be checked but they said the machine was broken but usually you can do it with a handheld device, why did they need to use the machine? Also the man that brought around my car was very large and sweaty and when I went to sit in my car my seat was soaking wet I almost vomited ",Employees not knowledgeable,Other service issues
I believe the services are overpriced,Price too high
My car was pulled out of the bay for approximately 15 minutes before anyone approached to share what was happening,Service took too long
One of the lug nuts which was perfectly fine before bringing the car in for service was noted as seized after the service was done,Interior/Exterior car damage
car leaking oil,Oil filter issue
The price is too high,Price too high
They let the guy underneath changing the oil walk up the stairs and drive the vehicle out covered in oil,Oil filter issue
The mechanic damaged my car by not reattaching the skid plate,Competition-prefer local mechanic
I will do it myself,Competition-prefer local mechanic
They tried to bamboozle me on the service on my car,Overselling-Pressure to buy
"This was with a doubt, the most unprofessional, rude, and humiliating experience I have EVER experienced at an automotive franchise",Unprofessional employees
Pushy on sales all I need was an oil change,Overselling-Pressure to buy
i have a great mechanic,Competition-prefer local mechanic
I waited 2 hours to get service! I have never waited this long for an oil change even in the busy afternoon,Service took too long
Service was EXTREMELY slow,Service took too long
I have it done somewhere else,Competition-prefer local mechanic
Left car with oil stains inside and out,Interior/Exterior car damage
I prefer to have that done at the dealer,Competition-prefer other car care chain
Had a bad experience with the manager on duty regarding getting over charged,Overcharged - charged more than was agreed on
We use Stadium Nissan for regular service other than an oil change,Competition-prefer other car care chain
A spring popped out of the bypass when they removed my oil filter and now I have to pay to have that replaced,Oil filter issue
