,index,Review,Label
111,111,"Everyone very courteous and friendly, very good experience",Friendly
112,112,Customer service by the staff,Good customer service
113,113,FAST PROMPT SERVICE,Fast/Quick/Speedy/Timely
114,114,Everyone was helpful and nice,Friendly
115,115,Everyone there is s niceo,Friendly
116,116,Friendly professional,Friendly
117,117,Convenient quality service,Convenient
118,118,"The men at the store on Seminole Blvd, are great",Good customer service
119,119,"Jiffy lube is in my neighborhood, which is convenient",Convenient
120,120,Fast and good service,Fast/Quick/Speedy/Timely
121,121,Friendly servicemen,Friendly
122,122,It was fast and efficient service,Fast/Quick/Speedy/Timely
123,123,I trust them,Other
124,124,Very good service and polite employees,Good customer service
125,125,Fast service and excellent staff,Fast/Quick/Speedy/Timely
126,126,You have the oil that my car requires,Have equipment needed
127,127,Because of the extras they do to your car,Value
128,128,Friendly people  and knowledgeable,Friendly
129,129,Not a long wait,Fast/Quick/Speedy/Timely
130,130,Good service,Good customer service
131,131,Fast and honest,Fast/Quick/Speedy/Timely
132,132,quality service,Good customer service
133,133,Professional friendly service,Professional
134,134,Quick service,Fast/Quick/Speedy/Timely
135,135,Quick and courteous service,Friendly
136,136,Very friendly and fast!,Fast/Quick/Speedy/Timely
137,137,We like to be consistent and going to Jiffy Lube helps with that ,Convenient
138,138,"Very good service, and happy workers",Good customer service
139,139,I have been going there for 35 years,Good customer service
140,140,The staff was excellent,Knowledgeable employees
141,141,They were very courteous,Friendly
142,142,I know what kind of service to expect from them,Good customer service
143,143,"Service is quick, reasonably priced and Derek is great",Fair price
144,144,Good communication,Good customer service
145,145,The service gentleman was very polite and helpful when it came to my oil change and other recommended services,Friendly
146,146,In depth explanation and speed of service,Knowledgeable employees
147,147,Fast service and they are always friendly,Fast/Quick/Speedy/Timely
148,148,"Fast service, great customer service",Fast/Quick/Speedy/Timely
149,149,The staff was so courteous and friendly!,Friendly
150,150,The quality and care of service provided by the staff,Friendly
151,151,Quick and high quality service,Fast/Quick/Speedy/Timely
152,152,Courtesy,Friendly
153,153,Promptness in service,Fast/Quick/Speedy/Timely
154,154,Courteous and efficient service every time!,Friendly
155,155,Fast service,Fast/Quick/Speedy/Timely
156,156,The manager and lead tech went above and beyond to make sure I was fully informed with regards to suggested vehicle maintenance and pricing,Knowledgeable employees
157,157,"The service was quick, complete and the service staff were polite and explained everything to me",Fast/Quick/Speedy/Timely
158,158,Friendly and professional,Friendly
159,159,Great and fast,Fast/Quick/Speedy/Timely
160,160,Love the employees,Knowledgeable employees
161,161,Quick service,Fast/Quick/Speedy/Timely
162,162,Very pro and quick service,Fast/Quick/Speedy/Timely
163,163,Personnel was terrific,Knowledgeable employees
164,164,I love the great customer service jiffy lube promotes,Good customer service
165,165,Great customer service,Good customer service
166,166,Depends on whether I am in a location where one is conveniently located,Convenient
167,167,Prompt courteous service,Friendly
168,168,Excellent service very knowledgeable of their trade,Good customer service
169,169,"Consistency in returning, no problems any time I have gone",Good customer service
170,170,This location in particular was so quick and polite,Friendly
171,171,Efficient,Fast/Quick/Speedy/Timely
172,172,Efficient,Fast/Quick/Speedy/Timely
173,173,"Fast, excellent customer service",Fast/Quick/Speedy/Timely
174,174,"Fast, friendly, professional",Professional
175,175,The employees at Jiffy Lube know my car and are quite good at their job!,Fast/Quick/Speedy/Timely
176,176,The men there were so kind and more than eager to,Professional
177,177,"Everything about the experience - the convenient location, the cost, the quick service",Convenient
178,178,"THEY TELL ME EVERYTHING i NEED TO KNOW, SERVICE IS QUICK AND CONVENIENT TO MY HOUSE",Knowledgeable employees
179,179,very courteous had oil changed in a timely manner   also advised me of engine filter that needed to be replaced,Friendly
180,180,Good work done quickly and at a reasonable price,Good customer service
181,181,Easy,Convenient
182,182,Savings,Fair price
183,183,They were fast and friendly,Friendly
184,184,Was in and out in about 20 minutes on a weekend,Fast/Quick/Speedy/Timely
185,185,Quick service in and out no problems,Fast/Quick/Speedy/Timely
186,186,Quick in and out,Fast/Quick/Speedy/Timely
187,187,Quick and easy,Fast/Quick/Speedy/Timely
188,188,The service is quick and the staff was efficient and very attentive!,Fast/Quick/Speedy/Timely
189,189,Good job,Good customer service
190,190,"Easy drive in, pay, drive out",Convenient
191,191,The staff there is extremely friendly and courteous,Friendly
192,192,The customer service was excellent! Knowledge and efficiency,Good customer service
193,193,I may go to the Lexus dealer for my routine maintenance,Good customer service
194,194,I have been coming to Jiffy Lube for years,Good customer service
195,195,Because of the excellent service the staff provided very professional and friendly,Friendly
196,196,quick & easy,Convenient
197,197,Great staff! They were incredibly knowledgeable and friendly,Knowledgeable employees
198,198,"Easy, perfect location, very efficient",Convenient
199,199,Great service,Good customer service
200,200,"Everyone was welcoming, polite and professional",Friendly
201,201,Wonderful customer service and finished in no time,Good customer service
202,202,The staff at the Audubon Jiffy Lube are the best!,Friendly
203,203,I can always show up without an appointment and be assisted (car serviced) within minutes of my arrival,Good customer service
204,204,The guys there are so nice and honest with their feedback ! I've always received great service at any jiffy lube I've been to,Knowledgeable employees
205,205,excellent customer service!,Good customer service
206,206,manager was excellent,Friendly
207,207,"Very fast ,clean , and efficient",Fast/Quick/Speedy/Timely
208,208,"They are respectful, fast, and honest",Responsible
209,209,Quick service,Good customer service
210,210,"Friendly , Fast service",Friendly
211,211,Great people,Friendly
212,212,"Good, fast swrvice",Good customer service
213,213,It's convenient and they have my records of oil changes,Convenient
214,214,"Fast, friendly service!",Fast/Quick/Speedy/Timely
215,215,Top services,Good customer service
216,216,"Time, no apt",Fast/Quick/Speedy/Timely
217,217,I Have Been Going There Since I Got My Car!!! Love The Service,Good customer service
218,218,The job less then 30 min: and the inside of the car was cleaned,Fast/Quick/Speedy/Timely
219,219,Quick and professional,Fast/Quick/Speedy/Timely
220,220,"It's just very convenient ,",Convenient
221,221,Consistent friendly service,Friendly
222,222,Courteous and prompt service,Friendly
223,223,Very nice also seemed very knowledgeable,Knowledgeable employees
224,224,fast good work,Fast/Quick/Speedy/Timely
225,225,Fast and efficient!,Fast/Quick/Speedy/Timely
226,226,"All staff members were courteous, professional and informative",Friendly
227,227,I was impressed with the friendliness and high level of professionalism of the staff,Friendly
228,228,Wonderful service,Good customer service
229,229,I have been a loyal Jiffy Lube customer for over 20 yrs,Good customer service
230,230,"Speed, efficiency, and great customer service",Fast/Quick/Speedy/Timely
231,231,"Quick, Pleasant service",Good customer service
232,232,I can always count on quick service that doesn't take up half my day,Fast/Quick/Speedy/Timely
233,233,Quick and friendly service,Fast/Quick/Speedy/Timely
234,234,love how friendly the staff was,Friendly
235,235,It's convenient and you keep a profile of the work done on the car,Convenient
236,236,The location manager (I think his name is Albert) is always very nice and keeps the conversation going to make the wait time go by more quickly,Friendly
237,237,Good fast service,Good customer service
238,238,They always make me and my car feel special,Good customer service
239,239,Quick and seamless service,Good customer service
240,240,I can rely on friendly service and its quick,Friendly
241,241,Immediately welcomed when I pulled up,Friendly
242,242,Fast and easy,Fast/Quick/Speedy/Timely
243,243,"Everyone is friendly, courteous and do not pressure you into purchasing repairs they may have mentioned needed",Friendly
244,244,People very nice and work done quickly and right,Friendly
245,245,It was great - I will recommend you and also bring my other car,Good customer service
246,246,They were very informative and went above and beyond for my oil change!,Knowledgeable employees
247,247,Great service!  John was awesome!,Good customer service
248,248,Fast friendly service techs,Friendly
249,249,Professionalism shown by everyone on the Team at my location,Professional
250,250,"Everything can be checked, rotates or replaced at one place",Have equipment needed
251,251,price,Fair price
252,252,Great customer service,Good customer service
253,253,Staff was very friendly and courteous throughout the time of having my oil changed,Friendly
254,254,"quick, friendly, thorough",Friendly
255,255,for the convenience  and appreciate that the service tech didn't press for the upsell,Convenient
256,256,Excellent service,Good customer service
257,257,They were so quick to get the job done,Fast/Quick/Speedy/Timely
258,258,The workers were friendly and helpful from the moment I pulled around back to begin my Oil Change,Friendly
259,259,Quick and easy service,Fast/Quick/Speedy/Timely
260,260,Quick and easy service,Fast/Quick/Speedy/Timely
261,261,Jerome Holbrook always gets my vehicle in and out fast,Fast/Quick/Speedy/Timely
262,262,Ease of service,Convenient
263,263,Quick in and out service,Fast/Quick/Speedy/Timely
264,264,"Great Service, extremely professional and knowledgeable",Good customer service
265,265,"Quick, friendly service",Friendly
266,266,it's always quick and easy and I like how they check the fluids and do a quick clean up,Fast/Quick/Speedy/Timely
267,267,"Staff was courteous,  professional and knowledgable",Friendly
268,268,Tiempo de espera,Friendly
269,269,In and out quick,Fast/Quick/Speedy/Timely
270,270,Christopher and all the guys that work there are sweethearts they take the time to talk to you to get to know you personally and to assure you that your car will be done properly,Friendly
271,271,It is quick and easy,Fast/Quick/Speedy/Timely
272,272,Pleased with the service,Good customer service
273,273,Good service,Good customer service
274,274,Friendly and knowledgeable staff,Friendly
275,275,Chris assisted me from starting to end,Responsible
276,276,Great job keep up the good work,Good customer service
277,277,"The staff was knowledgeable, helpful, and friendly, and did a great job",Knowledgeable employees
278,278,"The guys give nice service they check your car and tell you what need to do , good customer service ",Fast/Quick/Speedy/Timely
279,279,Very quick service,Fast/Quick/Speedy/Timely
280,280,Always friendly and fast!,Friendly
281,281,Polite and quick service; records of the maintenance on my car,Fast/Quick/Speedy/Timely
282,282,"The Jiffy Lube Team I experience are very professional, nice and give good advice pertaining to vehicle maintenance and updates",Professional
283,283,The manager oversaw my vehicle and the technicians that where working on it,Responsible
284,284,The oil change was done fast,Fast/Quick/Speedy/Timely
285,285,"Quick, courteous, friendly service every time I go",Friendly
286,286,"Fast, efficient, hours that work with my schedule, folks are polite",Fast/Quick/Speedy/Timely
287,287,"Close, convenient and the guys were super courteous and professional",Convenient
288,288,The service is outstanding!,Fast/Quick/Speedy/Timely
289,289,the ease of the service,Convenient
290,290,"Very courteous, and efficient crew",Friendly
291,291,I've been having my oil changed at this Jiffy Lube for a couple of years now and every time I feel like a valued customer,Good customer service
292,292,Fast quality service,Fast/Quick/Speedy/Timely
293,293,Efficient and business like,Fast/Quick/Speedy/Timely
294,294,Friendly helpful staff,Friendly
295,295,Convenient and quick,Convenient
296,296,They made me feel very comfortable,Friendly
297,297,The guys were great,Friendly
298,298,"been using location for a few years and they are always quick, courteous and provide good service",Friendly
299,299,Speed and cost,Fast/Quick/Speedy/Timely
300,300,this is the best location in my area,Good customer service
301,301,"I received fast (within 20 minutes), thorough and very courteous service",Fast/Quick/Speedy/Timely
302,302,"l like the service, the quickness and the honesty with which the work is done",Fast/Quick/Speedy/Timely
303,303,"Friendly, prompt reception by tech when pulled up to door",Friendly
304,304,Great service,Good customer service
305,305,Good quick quality service,Good customer service
306,306,Fast service,Fast/Quick/Speedy/Timely
307,307,"Fast and effective, unsure about price comparison",Fast/Quick/Speedy/Timely
308,308,Convenience,Convenient
309,309,The fat blonde guy at the 29 Charlottesville jiffy lube has fucking awesome customer service skills,Good customer service
310,310,"Fast, professional and friendly service- it was an awesome experience!!",Fast/Quick/Speedy/Timely
311,311,The staff,Other
312,312,Specifically I will go to this location because of trust service and friendliness,Friendly
313,313,Quality work quickly,Fast/Quick/Speedy/Timely
314,314,Very friendly and fun people to deal with!??,Friendly
315,315,A great experience! Brandon was wonderful to work with!,Good customer service
316,316,It is convenient to my Saturday routine,Convenient
317,317,"Efficient, proffesional, no high pressure sales",Professional
318,318,Fast service,Fast/Quick/Speedy/Timely
319,319,Treat you nice and they are quick,Friendly
320,320,The staff was professional efficient honest and helpful,Professional
321,321,Wonderful customer services,Good customer service
322,322,The staff is amazing ! However this facility needs to be remodeled asap ,Friendly
323,323,Shprt wait time,Good customer service
324,324,They did a great job and did it fast,Fast/Quick/Speedy/Timely
325,325,I have started going to the same store for every oil change and am greeted by name,Good customer service
326,326,No complaints,Good customer service
327,327,Great  service,Good customer service
328,328,The guy that took care of me was very point on he knew what he was doing talking about new his computer screen,Knowledgeable employees
329,329,"Got a great oil change, but the tire rotation was a mess",Good customer service
330,330,The service was fast and the technician offered me other relevant options without pressuring me to buy anything,Fast/Quick/Speedy/Timely
331,331,Good service,Good customer service
332,332,Efficient,Good customer service
333,333,"Friendly, knowledgeable, courteous staff; value for the money/service; convenient location to my home; staff not pushy in trying to sell unnecessary products/services; staff knows my vehicle",Knowledgeable employees
334,334,Quick and efficient,Fast/Quick/Speedy/Timely
335,335,They had very friendly and fast service,Friendly
336,336,The quality of service,Good customer service
337,337,Helpful and very polite,Friendly
338,338,The speed of service,Fast/Quick/Speedy/Timely
339,339,Good service,Good customer service
340,340,They are consistently fast,Fast/Quick/Speedy/Timely
341,341,Quick,Fast/Quick/Speedy/Timely
342,342,Definitly would return,Good customer service
343,343,You get in and out within 15 minutes,Fast/Quick/Speedy/Timely
344,344,Good service,Good customer service
345,345,Customer service was excellent,Good customer service
346,346,I like the staff,Friendly
347,347,Service was decent,Good customer service
348,348,The manager Yuri have such great customer service,Good customer service
349,349,The oil change is good but the service is minimal,Good customer service
350,350,GREAT FRIENDLY SERVICE BUT NOT CLOSE TO ME,Friendly
351,351,"Extremely Polite staff, knowledge of how what needs to be done and fast service",Knowledgeable employees
352,352,Yes,Good customer service
353,353,always satisfied with the service,Good customer service
354,354,Great customer service,Good customer service
355,355,"Excellent customer service and quick, professional service",Good customer service
356,356,Prompt and courteous service every time I am there,Good customer service
357,357,Fast quick efficient service,Good customer service
358,358,The crew were so polite and I was in and out in 10 minutes,Friendly
359,359,Everyone very nice,Friendly
360,360,Fast friendly affordable,Friendly
361,361,fast and courteous,Fast/Quick/Speedy/Timely
362,362,"Fast, courteous, polite",Fast/Quick/Speedy/Timely
363,363,Courtesy and quick service,Fast/Quick/Speedy/Timely
364,364,Oil changes are quick and easy and relatively cost effective,Fast/Quick/Speedy/Timely
365,365,Fast and quality service,Fast/Quick/Speedy/Timely
366,366,Care used to replace my oil filter,Good customer service
367,367,Fast and efficient,Fast/Quick/Speedy/Timely
368,368,very professional and knowledgeable,Knowledgeable employees
369,369,the great customer service from the employees,Good customer service
370,370,The two guys there were extremely nice and did not try to sell me anything else other than the standard oil change,Friendly
371,371,Great customer service!,Good customer service
372,372,I was greeted very warmly,Friendly
373,373,"It was quick, convenient and had very friendly service",Fast/Quick/Speedy/Timely
374,374,So far nothing has gone wrong and the time it took to complete was within my lunch break at work,Good customer service
375,375,People we friendly and service was great,Friendly
376,376,excellent service all around,Good customer service
377,377,Customer service,Good customer service
378,378,The service people were very professional and work was done in a few minutes,Professional
379,379,The staff is very polite and takes care of business,Friendly
380,380,Employees very pleasant and explain what was done and completed in a short time,Friendly
381,381,How nice and helpful  the employees were,Friendly
382,382,THE SERVICE WAS SWIFT AND THE EMPLOYEES HELPFUL,Responsible
383,383,"Good service, top off service",Good customer service
384,384,"Reasonable price, courteous staff",Fair price
385,385,Not sure what other maintenance jiffy lube does,Friendly
386,386,"Friendly, thorough and convenient plus coupons",Friendly
387,387,Fast service,Fast/Quick/Speedy/Timely
388,388,I have always received prompt and courteous service,Fast/Quick/Speedy/Timely
389,389,I find that my visits to Jiffy Lube are always pleasant,Friendly
390,390,fast service,Fast/Quick/Speedy/Timely
391,391,Quick service,Fast/Quick/Speedy/Timely
392,392,I feel the dealer ship does a better inspection of the overall car,Good customer service
393,393,The workers take great care of my car and they are very professional,Professional
394,394,The staff did a great job,Good customer service
395,395,Service is great and very efficient,Good customer service
396,396,Did not wait long and people were friendly,Friendly
397,397,The servicemen were respectable and polite,Friendly
398,398,"Friendly, courteous, and quick service!",Friendly
399,399,Everyone was so nice and efficiant,Friendly
400,400,Good service,Good customer service
401,401,Friendly staff and efficient service,Friendly
402,402,I really like the tracking of all services performed on my car in one place,Good customer service
403,403,Love the service and the people are very courtious,Friendly
404,404,Price,Fair price
405,405,less on the up sale,Good customer service
406,406,"FriendLyn, courteous staff",Friendly
407,407,speed,Fast/Quick/Speedy/Timely
408,408,Quick service at good value,Good customer service
409,409,Excellent,Good customer service
410,410,I usually get plenty of coupons via mail and email and I faithfully use them for each visit,Convenient
411,411,The professional service given not only to me but others that came after me,Professional
412,412,The staff,Friendly
413,413,Fast service and professional ,Fast/Quick/Speedy/Timely
414,414,"Nice men, close to my job, easy location",Friendly
415,415,It's very convenient to my work and the service has been quick and efficient both times I've been there,Convenient
416,416,"Quick, courteous, ecoonomical",Friendly
417,417,I have a regular service shop for mechanical work,Convenient
418,418,Timing to complete service,Fast/Quick/Speedy/Timely
419,419,Great Service,Good customer service
420,420,I like the top off plan,Convenient
421,421,"After checking my lights they never switched the lights back to ""auto""",Good customer service
422,422,Fast and friendly service,Fast/Quick/Speedy/Timely
423,423,Eddie was great!!!,Friendly
424,424,Everyone was really nice and service was quick,Fast/Quick/Speedy/Timely
425,425,Everyone was so nice and kept me informed with the issues on my car as well as very fast,Friendly
426,426,It's always open which is very convenient,Convenient
427,427,Prompt service,Fast/Quick/Speedy/Timely
428,428,"Professional, great service with a very knowledgeable staff!",Knowledgeable employees
429,429,"Experience was good,but have problem with my car start next day because battery cable was not tite so we have to call trpel A for jump start very dies appoints about",Good customer service
430,430,"Friendly, efficient staff",Friendly
431,431,Great employees,Knowledgeable employees
432,432,Quick oil change,Fast/Quick/Speedy/Timely
433,433,Ease of use,Convenient
434,434,oil change was fine,Good customer service
435,435,Great personal touch,Friendly
436,436,The guys were professional,Professional
437,437,The service was quick and the staff was polite and courteous,Friendly
438,438,Price is too expensive!,Fair price
439,439,Fast curteous service,Fast/Quick/Speedy/Timely
440,440,The staff remembered my name & information from calling earlier that morning,Friendly
441,441,"Fast, friendly, reasonably priced",Fast/Quick/Speedy/Timely
442,442,I have gone to this particular Jiffy Lube location for over 10 years,Convenient
443,443,I always get great service and everyone is alway courteous,Good customer service
444,444,"Great staff who were very friendly, almost no wait, work was performed well and in a timely manner",Friendly
445,445,i get to stay in my car,Convenient
446,446,It's close and convenient,Convenient
447,447,Fast and courteous service,Fast/Quick/Speedy/Timely
448,448,Good service however wait time was much longer than usual,Good customer service
449,449,Price,Fair price
450,450,"Quick service, friendly staff",Friendly
451,451,I just LOVE the customer seevice,Good customer service
452,452,Very thorough and very friendly,Friendly
453,453,Courteousness and know-how of what their job was,Courtesy
454,454,Used to work there and know the quality of work performed,Good customer service
455,455,The price of ur service,Fair price
456,456,"Very satisfied with the way the service  went, so professional and informational",Good customer service
457,457,Excellent service,Good customer service
458,458,Convenient,Convenient
459,459,Convenient,Convenient
460,460,The manager is always very understanding and listens well,Friendly
461,461,Great and professional customer service! The only place in town that I know of that I can carry on a christian conversation with and people still care about people,Good customer service
462,462,"Fast, easy, convenient, and reasonably priced",Fast/Quick/Speedy/Timely
463,463,Good service,Good customer service
464,464,Convenient location,Convenient
465,465,They were one of the few places that don't have a two hour wait,Fast/Quick/Speedy/Timely
466,466,Fast and cheap and great service,Fast/Quick/Speedy/Timely
467,467,Quick service,Fast/Quick/Speedy/Timely
468,468,Always get the job done in a timely matter,Fast/Quick/Speedy/Timely
469,469,Fast great,Fast/Quick/Speedy/Timely
470,470,Hours of operation meet my busy schedule,Convenient
471,471,"Although other maintenance items were suggested, there was no hard sell",Other
472,472,Professional and caring for my vehicle,Professional
473,473,Quick and efficient,Fast/Quick/Speedy/Timely
474,474,Quickness,Fast/Quick/Speedy/Timely
475,475,Great customer service,Good customer service
476,476,customer service on point,Good customer service
477,477,Other than required for my car to be taken care of its clean inside,Value
478,478,Customer service was great and very fast,Good customer service
479,479,"Superior, efficient, friendly service",Friendly
480,480,Both mechanics were very knowledgeable and very efficient,Knowledgeable employees
481,481,speed of service,Fast/Quick/Speedy/Timely
482,482,The Specialist there were great!,Professional
483,483,Speed,Fast/Quick/Speedy/Timely
484,484,It was very quick and easy,Fast/Quick/Speedy/Timely
485,485,Very professional prompt service,Fast/Quick/Speedy/Timely
486,486,They are fast and friendly,Fast/Quick/Speedy/Timely
487,487,"I will return beside I like the price, but I felt I waiting to long",Fair price
488,488,Great customer service,Good customer service
489,489,They were courteous and friendly,Friendly
490,490,"The service was good and although we waited longer than expected, it wasn't too long",Good customer service
491,491,"The service is good, just as cheap as doing it myself, it saves time",Good customer service
492,492,Great customer service,Good customer service
493,493,It was good info and quick,Fast/Quick/Speedy/Timely
494,494,Friendly and kind workers,Friendly
495,495,"First time, was greeted by the manager and showed how it all works",Courtesy
496,496,It was relatively quick,Fast/Quick/Speedy/Timely
497,497,Quick and courteous staff,Fast/Quick/Speedy/Timely
498,498,Service was swift and helpful and friendly,Friendly
499,499,Convenience and service,Convenient
500,500,Good customer service,Good customer service
501,501,"Good service, good customer service, fair price",Fair price
502,502,Everyone there are always so nice!  Each time I have been there the service is fast and the welcoming upon arrival is awesome,Friendly
503,503,Good service,Good customer service
504,504,"Reliable, fast, knowledgeable service no matter which location I go to",Fast/Quick/Speedy/Timely
505,505,All of the technicians were friendly and courteous,Friendly
506,506,Overall great service! Top kitch,Good customer service
507,507,Our technician Jaison was really great,Professional
508,508,Fast and convenient,Fast/Quick/Speedy/Timely
509,509,Easy fast good service,Fast/Quick/Speedy/Timely
510,510,Professional techs,Professional
511,511,Cause there fast service is the best,Fast/Quick/Speedy/Timely
512,512,Excellent service quick and very professional,Fast/Quick/Speedy/Timely
513,513,Every time I brought my vehicle there it has been a very quick and easy process and they make me aware of anything that they find,Fast/Quick/Speedy/Timely
514,514,Pleased with the  quick service,Fast/Quick/Speedy/Timely
515,515,Good service,Good customer service
516,516,"My reason for ""definitely will return"" is the way Jiffy Lube operates",Good customer service
517,517,Fast and a good value,Fast/Quick/Speedy/Timely
518,518,Fast service,Fast/Quick/Speedy/Timely
519,519,The service was fast and also I was informed about what specials were being offered,Fast/Quick/Speedy/Timely
520,520,The service  was perfect,Good customer service
521,521,The customer service was excellent!,Good customer service
522,522,Courteous service workers,Courtesy
523,523,"Very friendly,  car  looks great after",Friendly
524,524,Prompt and efficient service,Fast/Quick/Speedy/Timely
525,525,People who work there were really friendly and nice,Friendly
526,526,customer service,Good customer service
527,527,"Usually get my oil changed at JL so, I probably will return",Good customer service
528,528,I always choose jiffy lube 99th,Good customer service
