,index,Review,Label
155,155,"Did not vacuum, did not check tire pressure, did not fill washer fluid, question wether they even changed the oil and filter, did not change brake light that was out",Vacuuming not done propertly
156,156,"When I got in my car to leave after I had paid for my service, my glove box was open and hanging down and all my papers were on the seat",Interior/Exterior car damage
157,157,They broke pieces on my car  and denied it did not put clamps back down on hoses have to do any flash,Interior/Exterior car damage
158,158,I was told that they used synthetic oil in my car the last time I was there so they would need to continue to use synthetic oil,Incorrect oil type used
159,159,Told me 15-20 minutes to flush my brake fluid when I arrived at 5pm,Service took too long
160,160,My car was pulled out of the bay for approximately 15 minutes before anyone approached to share what was happening,Service took too long
161,161,One of the lug nuts which was perfectly fine before bringing the car in for service was noted as seized after the service was done,Interior/Exterior car damage
162,162,They let the guy underneath changing the oil walk up the stairs and drive the vehicle out covered in oil,Other issues
163,163,They tried to bamboozle me on the service on my car,Overselling-Pressure to buy
164,164,"This was with a doubt, the most unprofessional, rude, and humiliating experience I have EVER experienced at an automotive franchise",Unprofessional employees
165,165,Bought a Groupon for signature service change and got the basic service,Discount/coupon issue
166,166,Pushy on sales all I need was an oil change,Overselling-Pressure to buy
167,167,The price is too high,Price too high
168,168,I waited 2 hours to get service! I have never waited this long for an oil change even in the busy afternoon,Service took too long
169,169,The mechanic damaged my car by not reattaching the skid plate,Interior/Exterior car damage
170,170,Third time your workers tried to cheat me in a row,Untrustworthy\Mistrust
171,171,Had a bad experience with the manager on duty regarding getting over charged,Overcharged - charged more than was agreed on
172,172,A spring popped out of the bypass when they removed my oil filter and now I have to pay to have that replaced,Interior/Exterior car damage
173,173,Cost of a synthetic oil change was almost 3 times the dealer's cost,Price too high
174,174,they are clueless mechanics,Employees not knowledgeable
175,175,You tried to get me to have a number of services done to my vehicle which were not needed,Overselling-Pressure to buy
176,176,Very high price for an oil change and the technician spilled oil on the front of my car and engine compartment,Interior/Exterior car damage
177,177,Had a groupon and it was refused,Discount/coupon issue
178,178,I had an oil change and the oil filter was not included,Oil filter issue
179,179,I'm not confident in Jiffy Lube's employees' skill level nor customer service abilities,Employees not knowledgeable
180,180,They broke stuff on my truck and would not do anything to fix,Interior/Exterior car damage
181,181,I was quoted $89,Price too high
182,182,"it took too long, and I found the practice of pushing customers for so many extra services offensive",Overselling-Pressure to buy
183,183,Los Alamitos location needs HELP!,Other issues
184,184,My sales person was adamant about my serpentine belt needing to be replaced ASAP,Overselling-Pressure to buy
185,185,Very rude staff through every step of the process,Unprofessional employees
186,186,The people there were very rude and unprofessional,Unprofessional employees
187,187,"I issued a complaint via the online form but there was a complete disregard of my requests, they reset the mileage counter for services not received and vandalized my car",Untrustworthy\Mistrust
188,188,Hour and a half wait with job completion took almost 4 hours,Service took too long
189,189,Drained my oil before disclosing ridiculous price,Misinformation about car/service needs given to customer
190,190,IService people were in a hurry to get out of my car but then too busy to wait on me,Poor customer service
191,191,Cashier did not greet me then said my coupon was rejected in the system but she would override it for me,Discount/coupon issue
192,192,Incompetence of employees,Employees not knowledgeable
193,193,Way to expensive and everything was an upsell,Overselling-Pressure to buy
194,194,Was lied to about the plug to my oil pan,Misinformation about car/service needs given to customer
195,195,"When I got my vehicle inspection, the tech failed to report to state, etc",Employees not knowledgeable
196,196,Low tire pressure after an oil change,Other issues
197,197,An access panel was opened and the bolts were not put in afterwards,Other issues
198,198,There have been two incidents involving my neighborhood jiffy lube,Other issues
199,199,Price,Price too high
200,200,Arrived & told 20min wait,Service took too long
201,201,The employee who drove my car into the bay brought his OPEN coffee cup with him into my car,Unprofessional employees
202,202,I will not return because the service was not worth the amount I paid for my oil change,Price too high
203,203,"The 5'8"" black bearded ""manager"" who said that he gets paid to up sell customers on other services",Overselling-Pressure to buy
204,204,"I had 2 coupons for Jiffy Lube with NO exclusions on them in the fine print, and my local (Draper, UT) Jiffy Lube refused them saying they were for ""other regions""",Discount/coupon issue
205,205,"Not economical, compared with competitors on Groupon",Competition-prefer other car care chain
206,206,My 16 year old son got taken advantage of and paid $130,Price too high
207,207,The price of the oil change was a lot higher than most competitors,Competition-prefer other car care chain
208,208,Only one car in front of me getting an oil change and the entire process took over 90 minutes,Service took too long
209,209,Large amount of oil spilled on my driveway,Interior/Exterior car damage
210,210,The techs were not attentive to which car needed what,Employees not knowledgeable
211,211,Have found much better pricing elsewhere since,Competition-prefer other car care chain
212,212,The man that was in charge of my payment and information about my car was so abrasive,Unprofessional employees
213,213,"Your prices for an oil change are high, the only reason i used jiffy lube this time was because it was close and I figured it would not matter if i took it to Jiffy Lube rather than the other place i take it",Price too high
214,214,This was one of the worst experiences with my car I've ever had,Poor customer service
215,215,I usually get my oil changed for a decent price every time I go to Jiffy lube but for some reason I went in this time and they over priced it like crazy and when I asked him why so high he said they are different from other jiffy lubes and I have been to that location before and it was never high like that,Price too high
216,216,Your technicians are pushy and wanted to go through our insurance to do a repair on our windshield that they had already repaired the last time we went there,Overselling-Pressure to buy
217,217,I prefer another mechanic,Competition-prefer local mechanic
218,218,They left a pool of oil in my skid plate,Interior/Exterior car damage
219,219,Did not credit me the $10 off,Discount/coupon issue
220,220,Price,Price too high
221,221,"It took 45 minutes for my car's oil to be changed, even though there was no line in front of me",Service took too long
222,222,I requested the cheapest oil change and still ended up paying $50,Price too high
223,223,Oil was dripped on the side of the vehicle,Interior/Exterior car damage
224,224,Paid for coolant to be filled and I left with it empty,"Fluids not topped off (ie engine coolant, washer fluid)"
225,225,Expensive than the showroom service price,Price too high
226,226,Prices are high,Price too high
227,227,Price!!!!!  Last service at Chevy dealer was less and inc tire rotation,Price too high
228,228,"My iPhone holder (attached) to my car vent, which held my iPhone and gave me directions to the Jiffy Lube, was missing when I left",Item missing/stolen
229,229,"due to them using an oily rag to dry my windshield,  I had trouble removing the oil residue and I had to use dawn to remove the grease from my windshield",Other issues
230,230,Cost of service was too high,Price too high
231,231,I have always had my cars serviced at Jiffy Lube and have had the best service but my last visit did not go well,Poor customer service
232,232,I already know a good mechanic that I have been to before and trust,Competition-prefer local mechanic
233,233,too expensive,Price too high
234,234,For one they messed up my tire pressure sensor for two I asked them to check my spark plugs and they didn't and instead of admitting they forgot they blew me off,Drain plug-pan issues
235,235,"The ""mechanics"" forgot to add oil back to our vehicle!  After a few unsuccessful attempts by the manager to ""clear"" what he thought was a ""change oil"" light, despite my telling him it was an ""oil level"" idiot light, he rev'd the engine a few times, the light flickered out & back on again, and he said the battery needed to be replaced!  We drove off & by the grace of God and my intuition we stopped at a AutoZone parts store ~2miles away",Oil service light not reset 
236,236,Cost of service for oil change is too high  $96,Price too high
237,237,Prices way too high for shitty service,Price too high
238,238,Lied about cleaning windows and vacuuming which i really didnt need done in the first place but why lie about doing it? Suggested i buy services for the vehicle that were not needed,Vacuuming not done propertly
239,239,"I got an oil change and when I received my final paperwork it showed that my fluids were topped, Windows cleand, car vacuumed",Misinformation about car/service needs given to customer
240,240,They got oil on my white seats for the second time and then made me feel uncomfortable and like he wasn't gonna take no for an answer when he told me that I needed transmission fluid and I told him I was gonna wait because I didn't have much time that I was on my lunch break,Interior/Exterior car damage
241,241,"Though the staff was very courteous, I  did not receive the signature service I was expecting",Poor customer service
242,242,Don't live here and always go to my dealer ,Competition-prefer dealer
243,243,Too expensive,Price too high
244,244,We had to wait over 40 minutes to get serviced,Service took too long
245,245,It took an hour and a half and then as I was leaving they had to pull my truck back in to drain some oil out because two different guys worked on it and both added oil,Service took too long
246,246,Employees standing around and talking while there is a line of cars waiting,Unprofessional employees
247,247,I really don't like feeling like I'm constantly having additional services and products pushed on me,Overselling-Pressure to buy
248,248,I have a mechanic that specializes in the type of car I drive,Competition-prefer local mechanic
249,249,I feel that I was being tricked in to overpaying for my oil change,Overcharged - charged more than was agreed on
250,250,It ended up costing me a lot of money,Price too high
251,251,The cost was much higher than I have payed at other places,Price too high
252,252,Overpriced compared to others in the area,Price too high
253,253,"Had 4 power steering pumps installed, and none of them fixed my steering",Misinformation about car/service needs given to customer
254,254,Too expensive!,Price too high
255,255,They tried to overcharge me,Overcharged - charged more than was agreed on
256,256,My wheel and key were full of dirty oil after the oil change,Interior/Exterior car damage
257,257,"This service took over two and a half hours, and my serviceman was sexist, patronizing, and only directly addressed my boyfriend as a decision maker (he is not, it's my car not his) My boyfriend gave no indication that he wished to be a part of the conversation, but our serviceman said -in front of me - that he wanted to talk to the man since women don't know anything about cars and can't understand his explanation",Service took too long
258,258,"was told needed wiper blades and didn't want them to get replaced ,they were just replaced and it started to rain as leaving and bolt fell out and had to go back in for them to fix  the bolt on the wiper blades",Wiper replacement issues
259,259,Take forever to be done,Service took too long
260,260,I went in for an oil change and check my air cabin filters and forgot to put them back and then I called they Lost the trays and i had to make a second trip for them to find them accidental i know but there was no compensation or anything for the 20-minute wait while they looked around for it,Oil filter issue
261,261,Not replacing clamp and hose that was taken off,Other issues
262,262,The worker there broke the inside handle on my driver's side door,Interior/Exterior car damage
263,263,Wanted fuelfilter changed got home and checked still had old filter new one was not installed and was charged $10 more than what the computer showed was the right price,Oil or filter not actually replaced
264,264,I hate getting asked if I want an extra $500 worth of services when I came in for only an oil change,Overselling-Pressure to buy
265,265,The technician spilled a lot of old when removing my oil filter,Interior/Exterior car damage
266,266,Oil changes are far too expensive there anymore,Price too high
267,267,My what use to be a quick oil change has turned into a 35 minute oil change,Service took too long
268,268,"First, it is always different people working there",Poor customer service
269,269,"I feel I was over charged, and the charges on the invoice are to hard to understand",Price too high
270,270,Your prices are outrageous,Price too high
271,271,"Didn't put an updated next oil change sticker in the window, plus your just too expensive !!! I can get synthetic oil for the price you charge",Window sticker -service reminder not replaced
272,272,The tech that I wouldn't trust,Untrustworthy\Mistrust
273,273,On the high side on price for an oil change,Price too high
274,274,They serviced someone else's car before mine,Later-arriving customers served ahead of me
275,275,I asked for cheapest oil change and was told I needed this expensive oil which I had on idea,Misinformation about car/service needs given to customer
276,276,95% positive that my car window was scratched,Interior/Exterior car damage
277,277,"After taking my car to get the oil changed, something proceeded to fall off of my car as I was driving on the highway",Interior/Exterior car damage
278,278,Asked for a basic oil change and was upgraded without asking me and was charged more for it,
279,279,Recommended and charged for services with over the top prices,Overcharged - charged more than was agreed on
280,280,"Service rep offered my 2016 vehicle high mileage oil, made me feel like they weren't aware of what they were selling me",Overselling-Pressure to buy
281,281,I asked for a tire rotation and they did not do one,Tire rotation service issue
282,282,Oil filter installed improperly,Oil filter issue
283,283,Too expensive,Price too high
284,284,Too expensive,Price too high
285,285,I had multiple additional charges for bringing my Volvo in for an oil change compared to when I previously brought in my Acura,Price too high
286,286,"well first I have a brand new car I'm also the first and only owner and have less the 20k miles on my vehicle they told me, my break fluid tested 4 percent and that I would need a break flush which cost $99",Overselling-Pressure to buy
287,287,"I have been to many different places for an oil change but have never paid so much, even for synthetic oil",Price too high
288,288,"They forgot to use my Groupon, told me to try to sell it to a coworker or come back in a few months for another oil change",Discount/coupon issue
289,289,I asked for the cheapest oil change and he charged me $40 when they had a guy standing outside with a sign for $22,Overcharged - charged more than was agreed on
290,290,"After passing an employee holding a sign advertising a good price for an oil change, I was not asked what level of service I wanted when my information was taken",Poor customer service
291,291,I felt as if I was overcharged,Overcharged - charged more than was agreed on
292,292,I have a regular mechanic I take the car to whenever it needs routine maintenance,Competition-prefer local mechanic
293,293,Over priced and lied to,Overcharged - charged more than was agreed on
294,294,The price of the oil change is way too high,Price too high
295,295,A lot of grease on outside of my driver door and on drivers seat and door interior,Interior/Exterior car damage
296,296,"Vacuum was not completed, although invoice says it was",Vacuuming not done propertly
297,297,"Price of synthetic oil doubled, What the Hell! Oil prices are down",Price too high
298,298,I had to bring my car right back after having an oil change due to my car smoking,Interior/Exterior car damage
299,299,"Mostly cost, prices are extremely to high for a lube change",Price too high
300,300,The female associate (Iracely I believe that was her name) was extremely rude,Unprofessional employees
301,301,They began service on my car then tried to charge me $75 for a routine oil change that at every other location cost less than $40,Price too high
302,302,An employee was wearing marijuana socks with shorts so it was completely visible by other customers and myself,Unprofessional employees
303,303,"Customer service was poor - the assistant manager who I was working with during the entire transaction was not friendly, did not speak clearly to me and was generally unhelpful as I was visiting this location for the first time and giving my business to a Jiffy Lube for the first time in 6 years",Unprofessional employees
304,304,There is a chronic problem with either striping the screws that hold on the undercarriage or losing the screw this has happened on three cars now,Interior/Exterior car damage
305,305,"For one, I was shocked at the price of the oil change",Price too high
306,306,Paid way too much for an oil change,Price too high
307,307,Very poor service,Poor customer service
308,308,The quality of service at the Hillsboro location has fallen dramatically in the last couple of months,Poor customer service
309,309,To expensive for a oil change,Price too high
310,310,I am upset that the $29.99 special has been discontinued,Discount/coupon issue
311,311,"Staff was unprofessional, expensive and I had to get the problem fixed again (by my mechanic) within 12 hours of jiffy lube service",Price too high
312,312,Charged me $20.00 more than I have ever paid for the same oil change at the same place,Price too high
313,313,The woman that handled my information was very rude,Unprofessional employees
314,314,Customer service,Poor customer service
315,315,They did not vacuum my floors like they said,Vacuuming not done propertly
316,316,Cost - much more expensive than other places for an oil change,Price too high
317,317,"No window washing, no vacuuming, and a simple oil change and air filter over one hundred dollars",Price too high
318,318,Your prices are outrageous,Price too high
319,319,Took almost 45 min,Service took too long
320,320,I was in the lobby 36 minutes before anyone said anything to me,Service took too long
321,321,"Had to wait at ""Not So Jiffy Lube"" 25 freaking minutes to get an oil change",Service took too long
322,322,The person that helped me had no idea what car I was even driving,Employees not knowledgeable
323,323,They were suppose to check all fluids and the next day I needed power steering fluid so they didn't check all fluids like I asked so it makes me think they didn't do the rest of the stuff that I asked,"Fluids not topped off (ie engine coolant, washer fluid)"
324,324,They broke my light switch that control my head lights,Interior/Exterior car damage
325,325,$88 for an oil change? WHAT A JOKE!,Price too high
326,326,I was very disappointed with the service,Poor customer service
327,327,Bad services over charges and didn't even take coupons,Discount/coupon issue
328,328,"Prices were to high but we are leaving on vacation next week and didn't have time to look around for discounts, or specials!",Price too high
329,329,The manager? (Had on white shirt)was a weirdo made me feel uncomfortable,Harrassment/discrimination 
330,330,"If you stop bringing the air filter to me and offer a new one, I'll consider",Overselling-Pressure to buy
331,331,I was charged $475 for for a wheel bearing and $ 30 for a light bulb and on top of that they left my air filter out,Price too high
332,332,I felt it was a bit over priced for the services I received,Price too high
333,333,$130.00 to change oil in sons car is bullshit and way to expensive,Price too high
334,334,The last time I was there they were not friendly and were very unprofessional ,Unprofessional employees
335,335,They tried to sell high perf oil air filter and cab filter for an extra $150,Overselling-Pressure to buy
336,336,Well I flew in on a dragon and they said I couldn't bring a dragon in the store,Other issues
337,337,"Technician told me that Subaru specified that my car should have the brake fluid replaced and the differential fluid changed, which would have cost me over $150",Price too high
338,338,No attempt was made to reconcile the frustration from having to get a window rolled up that was carelessly rolled down in spite of having window-lock on,Other issues
339,339,I was very happy with the service but the price for a conventional oil change even with  a $8 off coupon was almost double what I normally pay,Price too high
340,340,They got oil all over my floor mats AGAIN,Interior/Exterior car damage
341,341,The staff are really rude not helpful,Unprofessional employees
342,342,"Every time I go to a jiffy lube, the service gentleman would always give me a quote, before they touch your vehicle",Price too high
343,343,"My air filter was not inspected, I went in knowing I had a front right single light out and that was over looked by this jiffy lube location",Air filter 
344,344,It was WAY TOO EXPENSIVE,Price too high
345,345,I felt like they were asking to do a lot of extra work on the carto increase their profit,Overselling-Pressure to buy
346,346,Not happy with past service and way employees presented themselves,Unprofessional employees
347,347,The interactions I had with employees were not very friendly and their overall demeanor suggested a lack of interest in their job,Unprofessional employees
348,348,I was almost certainly overcharged,Overcharged - charged more than was agreed on
349,349,My dealership gives me free oils changes and other maintenance checks,Competition-prefer dealer
350,350,"Ac was no longer working after visit little air flow, cabin air filter was not properly installed after being take",Air condition service
351,351,Price is way too high,Price too high
