,review,review header,sentiments,sentiment label
55,My visit was quoted to take 30-45 minutes by the employee who took my keys,Service took too long,0.0,Neutral
56,"Poor service, long wait for easy jobs",Service took too long,-0.0516,Negative
57,Several things ,Other service issues,0.0,Neutral
58,Rather not say,Other service issues,0.0,Neutral
59,"Was asked if I wanted tires rotated, a service I receive for free elsewhere",Tire rotation service issue,0.5106,Very Positive
60,"I was charge regular price, even after showing a $15 off coupon",Discount/coupon issue,0.0,Neutral
61,Too much pressure to buy extra items/repairs,Overselling-Pressure to buy,-0.296,Negative
62,Had a tire rotation,Tire rotation service issue,0.0,Neutral
63,Tech was trying not to my coupon by pretending it does not have a code,Discount/coupon issue,0.1027,Positive
64,Poor service,Poor customer service,-0.4767,Negative
65,Services were poor,Poor customer service,-0.4767,Negative
66,24 hours after the oil change I was driving my car to work and it shut down,Other service issues,0.0,Neutral
67,The amount of time it took to services my vehicle,Service took too long,0.0,Neutral
68,I feel I am overcharged for items that do not need to be replaced,Overcharged - charged more than was agreed on,0.0,Neutral
69,"Looked on line, oil change was supposed to be about, $45, but with one upgrade in oil it became, $75",Overcharged - charged more than was agreed on,0.0,Neutral
70,They put a head light bulb on a BURNING pig tail,Other issues,0.0,Neutral
71,Oil was stained on my seat from the workers pants and was not cleaned after being told so,Other service issues,0.0,Neutral
72,I tried to us a coupon that I received in an email for $15 off the signature service,Discount/coupon issue,0.0,Neutral
73,The girl was rude when I didn't get one of the upgrades she offered,Unprofessional employees,-0.4588,Negative
74,Technician did not completely replace oil dipstick causing oil to spill out on engine exhaust manifold,Oil cap issue,-0.296,Negative
75,This is the third time I have gotten my oil changed there where my check engine light has come on in the hours following my visit,Oil service light not reset ,0.0,Neutral
76,"The team didnt seem like they want to be there, from the greet and the goodbye it was rushed",Poor customer service,0.1255,Positive
77,"I had never taken my car to Jiffy Lube for an oil change before, but I decided to take my car this time and pay more than I normally do for an oil change only because I thought that they were going to clean the windows and vacuum the interior floors of my vehicle as included in the package,  they marked it off on the paperwork that they completed those tasks but I watch them do the entire thing and when I got in they definitely did not do any of those things",Misinformation about car/service needs given to customer,0.7579,Very Positive
78,I felt it was very pricey even after purchasing a groupon,Price too high,0.0,Neutral
79,Didn't perform all service requested,Misinformation about car/service needs given to customer,0.0,Neutral
80,Extremely slow service for just oil change,Service took too long,0.0,Neutral
81,"When I received my key fob back to my vehicle, the key insert which allows me to open my doors was gone",Item missing/stolen,0.0,Neutral
82,Jiffy Lube Representative gave me 3 options in his response to my question,Employees not knowledgeable,0.0,Neutral
83,There was no line up but was there for an hour and fifteen minutes to do a simply oil change and filter,Service took too long,-0.1531,Negative
84,"I was told I needed first brakes, radiator top off, wipers and rear differential service",Misinformation about car/service needs given to customer,0.2023,Positive
85,"They did not perform certain checks that were part of the service, e",Misinformation about car/service needs given to customer,-0.2057,Negative
86,My car overheated on the drive home,Other service issues,0.0,Neutral
87,"The service was very good, the price was very high",Price too high,0.4927,Positive
88,was over charged on last oil change,Overcharged - charged more than was agreed on,-0.2023,Negative
89,"Lazy, untrained, less than mediocre staff",Unprofessional employees,-0.3612,Negative
90,Not helpful at all,Unprofessional employees,-0.3252,Negative
91,You are getting what too expensive,Price too high,0.0,Neutral
92,Pricing,Price too high,0.0,Neutral
93,"The staff was very rude, and did not explain to me until I sign that I was fully aware that a car part of mine was mysteriously broken",Unprofessional employees,-0.7501,Very Negative
94,Tech spilled a considerable amount of oil down over the engine,Other service issues,0.0,Neutral
95,Cost of service is 2xs what I have found locally,Other service issues,0.0,Neutral
96,The guy vacuuming the car got an oilyleg print from his pants on my leather seat,Vacuuming not done propertly,0.0,Neutral
97,The enmployees were very kind but the service took forever,Service took too long,0.3284,Positive
98,Location in relation to where I live,Location,0.0,Neutral
99,"I will not return to this particular location, which is on Reserve Street in Missoula, Montana",Location,0.0,Neutral
100,Your prices are far too high,Price too high,0.0,Neutral
101,Smog equipment kept going down- internet- tech was short with me,Other service issues,-0.296,Negative
102,The skid plate was not connected properly and it almost caused me to have an accident,Other service issues,-0.4767,Negative
103,I had a bad experience with a person by the name of Daven or dave,Unprofessional employees,-0.5423,Very Negative
104,It took over an 1hr to do a simple oil change,Service took too long,0.0,Neutral
105,Your prices are outrageous! The dealership is even way more cheaper than you,Price too high,-0.5093,Very Negative
106,The brakes weren't bled and the brake lines have air in them,Brakes services,0.0,Neutral
107,To expensive for oil change,Price too high,0.0,Neutral
108,Ok I just wanted an oil change and it was as bad as being at a dealership just tying to constantly up sale me ,Overselling-Pressure to buy,-0.3182,Negative
109,They scammed me out of my money for a part that did not need to be replaced,Misinformation about car/service needs given to customer,0.0,Neutral
110,I brought my car for a routine oil change and when I left my car was sounding noisy and the alignment was off,Alignment or Battery service issues,-0.1779,Negative
111,I was on my lunch break and told it would be about 45 minutes,Service took too long,0.0,Neutral
112,The price is high comparing to others,Price too high,0.0,Neutral
113,They acted confused when I showed them my Groupon and they put someone else's mileage sticker on my car (for next oil change),Discount/coupon issue,-0.3182,Negative
114,I had money taken from my center console,Item missing/stolen,0.0,Neutral
115,Attitude,Unprofessional employees,0.0,Neutral
116,The cost of a basic oil change went up approximately 20.00 since last time I had it done,Unprofessional employees,0.0,Neutral
117,The staff just seems really rough and strung out on drugs,,0.0,Neutral
118,I went for an oil change and left with ZERO transmission fluid,Transmission services,0.0,Neutral
119,"The service was bad, I left the walnut creek jiffy lube with the engine check light on",Poor customer service,-0.5423,Very Negative
120,Horrible customer service,Poor customer service,-0.5423,Very Negative
121,I had to wait so long,Service took too long,0.0,Neutral
122,"Even though I enjoyed the customer service while getting my oil change done, something ended up being wrong with my car when I left",Other service issues,0.0516,Positive
123,They charged me $115!!!!!!! I've never paid over $40,Price too high,-0.453,Negative
124,There were two technicians and no other customers,Poor customer service,-0.296,Negative
125,Got a tire rotation and they only did one side of the car had to go back and tell them the didnt rotate the passenger side,Tire rotation service issue,0.0,Neutral
126,Expensive,Price too high,0.0,Neutral
127,Air filter wasn't installed right and had to go back the next day to get it fixed and it cost me $82,Air filter ,0.0,Neutral
128,It took 90 minutes,Service took too long,0.0,Neutral
129,Overpriced and long wait for being called jiffy lube,Price too high,0.0,Neutral
130,I came in for a oil change and a new air filter,Air filter ,0.0,Neutral
131,Went there with working air conditioning ,Air condition service,0.0,Neutral
132,Your employees are too aggressive with selling the products literally forcing people to but what they don't even need and if the don't they have an attitude also they lie directly in you face telling you Oh your car useso this oil and I have to make a note about to cover our self incase something happens which made me feel uncomfortable thinking that they would damage my my cat purposely because I didn't want to buy expensive oil,Overselling-Pressure to buy,-0.8531,Very Negative
133,"Over priced, hidden charges",Price too high,-0.2732,Negative
134,I paid for the service the night before i went to jiffy lube and still had to pay more money for something they said they did  but they didn't do it,Misinformation about car/service needs given to customer,-0.0516,Negative
135,Service was not completed properly,Other service issues,0.0,Neutral
136,Because the employee from your company mistreat to me,Unprofessional employees,0.0,Neutral
137,"washer fluid was checked filled,never touched,when I upgraded to under carriage,wax,tire shine,paid for it,never got it","Fluids not topped off (ie engine coolant, washer fluid)",0.0,Neutral
138,Your military discount was a flat rate of $7 unless I got my tires rotated,Tire rotation service issue,0.0,Neutral
139,Undecided about returning,Poor customer service,-0.2263,Negative
140,Lack of knowledge of what the services the shop provides,Employees not knowledgeable,-0.3182,Negative
141,Did not correctly put caps back on vehicle,Oil cap issue,0.0,Neutral
142,Unhelpful staff,Unprofessional employees,0.0,Neutral
143,The price for an oil change has gotten way too high,Price too high,0.0,Neutral
144,"Didn't top off fluids like they said, didn't clean my windows made them look worst","Fluids not topped off (ie engine coolant, washer fluid)",-0.6652,Very Negative
145,I brought my car to D'Ella because the coolant was so low car was overheating,Competition-prefer other car care chain,-0.4101,Negative
146,It's just getting too expensive,Price too high,0.0,Neutral
147,Expensive,Price too high,0.0,Neutral
148,I had items missing from my vehicle after the service,Item missing/stolen,-0.296,Negative
149,"They left grease on my passenger seat, grease on the dash above the glove box, grease finger prints on both doors",Other service issues,0.0,Neutral
150,There are several places to get a car's oil changed within a mile or two of Jiffy Lube that are cheaper,Competition-prefer other car care chain,0.0,Neutral
151,I had my cooling system and transmission fluid changed and a plug in to a computer module that controls the shift and the speeder gear was damaged by the people working on my car,Interior/Exterior car damage,-0.4404,Negative
152,Service was excellent but I have a credit account at Firestone and I can get what I need done here,Competition-prefer other car care chain,0.6956,Very Positive
153,"It's 11 ay night and my car stopped on me after this ""oil change""  I have never had this problem with the people I know and trust",Other service issues,-0.184,Negative
154,After my oil change there was oil all over the underneath of the hood of my car,Oil filter issue,0.0,Neutral
155,This location lacks proper customer service,Location,0.0,Neutral
156,The overall experience was negative,Poor customer service,-0.5719,Very Negative
157,I plan on learning how to do it myself,Competition-prefer local mechanic,0.0,Neutral
158,"Clyde, the person who waited on me was, I'd say less than honest with me",Unprofessional employees,0.4627,Positive
159,"When I left, I had a flat tire which I was told was not due to my services",Other service issues,0.0,Neutral
160,horrible experience regarding my Freon/Refrigerant refill-  line was not done properly and had to come back a couple of different times,Other service issues,-0.5423,Very Negative
161,I asked to have my tires rotated,Tire rotation service issue,0.0,Neutral
162,2 hour wait,Service took too long,0.0,Neutral
163,"When they brought my car out and opened the door, there was a lot of ink on the drivers seat",Car wash,0.0,Neutral
164,90 minutes,Service took too long,0.0,Neutral
165,"I liked Jiffy Lube because their service, though much more expensive then other places I have been, is very, very fast",Price too high,0.4215,Positive
166,Very expensive,Price too high,0.0,Neutral
167,Too damn expensive,Price too high,-0.4019,Negative
168,"Went to there for a synthetic oil change, the found out it was $96 for just a oil change on a car",Price too high,0.0,Neutral
169,The up-selling was very unpleasant,Overselling-Pressure to buy,-0.5256,Very Negative
170,I was quoted $41 for an oil change on my 2014 ram 1500,Overcharged - charged more than was agreed on,0.0,Neutral
171,My husband changes my oil,Competition-prefer local mechanic,0.0,Neutral
172,The oil prices went up and this jiffy lube doesn't honor the ladies day,Female felt taken advantage of,-0.3875,Negative
173,Items were marked complete that were not even started,Misinformation about car/service needs given to customer,0.0,Neutral
174,They tell me one price and it's two times as much,Overcharged - charged more than was agreed on,0.0,Neutral
175,My oil gets changed at home,Competition-prefer local mechanic,0.0,Neutral
176,They rotated tires and over torqued lug nuts,Tire rotation service issue,-0.3182,Negative
177,My car is not running the same ever since Friday ,Other service issues,0.0,Neutral
178,Someone there broke the chair  mechanical  case in my car and when I ask what happened they said it was like that and it wasn't,Interior/Exterior car damage,-0.0772,Negative
179,Too expensive,Price too high,0.0,Neutral
180,The price changes,Overcharged - charged more than was agreed on,0.0,Neutral
181,The Young lady on the counter was not interested in the customer and tended to want to get me out rather than ask if I was happy,Unprofessional employees,0.4102,Positive
182,Never informed about the price and was given the most expensive oil without notification,Overcharged - charged more than was agreed on,0.0,Neutral
183,"This is the second time at this store, I have received bad service and found things wrong after the fact",Poor customer service,-0.765,Very Negative
184,Did not have air filter in stock ,Air filter ,0.0,Neutral
185,I asked whether the power steering was low because the pump was making noise and I was losing power steering intermittently,Other service issues,-0.5719,Very Negative
186,Expensive,Price too high,0.0,Neutral
187,The dip stick at the rear differential was pulled to check level and not replaced resulting in fluid leak in the engine compartment and on to the catalytic converter causing the fluid to burn and produce a large amount of smoking,Health or safety concern,-0.34,Negative
188,The customer in front of me had their car leaking oil after the oil change was done (poor quality service) and this made the customers behind that customer wait a longer time,Poor customer service,0.0,Neutral
189,Apparently Jiffy lube is unable to add Transmisdion Fluid to my car a 2007 Chevy Cobalt and over the last 5 or more years have stated that all of my fluids were topped off,Transmission services,0.0,Neutral
190,They did not hook up my air intake hose after replacing my air filter and broke the mount on the air filter cap,Air filter ,-0.4215,Negative
191,Way to expensive for synthetic,Price too high,0.0,Neutral
192,Poor customer service,Poor customer service,-0.4767,Negative
193,oil leaking from plug and frame,Other service issues,0.0,Neutral
194,"I got the wrong timing estimate from 3 different people, including the manager",Misinformation about car/service needs given to customer,-0.4767,Negative
195,The jiffy lube location had dirty bathrooms,Location,-0.4404,Negative
196,They did not vacuum my car as they said and indicated on my work order,Vacuuming not done propertly,0.0,Neutral
197,The cost of an oil change and tire rotation is more than double the price of a package my dealership service department offers,Price too high,0.0,Neutral
198,Its to expensive,Price too high,0.0,Neutral
199,"I went for Top of today, and the manager today 8/22/2016 at the New Hampshire Abe location told me that I will have to pay for the oil for Top of",Misinformation about car/service needs given to customer,0.296,Positive
200,Terrible experience with the staff and complained to customer service which did nothing,Poor customer service,-0.7003,Very Negative
201,"Went for an oil change, they told me I need it a tire rotation which I found out later on I didn't need it, they told me they had clean windows and vacuum carpet and gave me a receipt as completed but they lied, I needed it air on two tires and I asked twice to make sure , they said all done but didn't",Misinformation about car/service needs given to customer,0.1027,Positive
202,"The person who rotated the tires on my vehicle failed to properly tighten the lug nuts on one wheel, then the person in charge failed to check his work to make sure it was done properly before releasing my vehicle to me",Tire rotation service issue,-0.765,Very Negative
203,Prices,Price too high,0.0,Neutral
204,The way the employees treated me from the minute I drove up,Poor customer service,0.0,Neutral
205,I am an auto mechanic and do my own repairs,Competition-prefer local mechanic,0.0,Neutral
206,Services offered nobody clean the window no more vacuum a charge for anything extra money,Car wash,0.128,Positive
207,Awful experience,Poor customer service,-0.4588,Negative
208,High Pressure sales of services with doubtful value,Overselling-Pressure to buy,-0.296,Negative
209,The price for an oil change is expensive even with a $10 coupon,Price too high,0.0,Neutral
210,The service was terrible,Poor service,-0.4767,Negative
211,"First of all, I was apprehensive about going to Jiffy Lube because of some experiences of family members and now me",Poor service,0.0,Neutral
212,$91.00 for oil and a filter?  You got me this time but NEVER again,Price too high,0.0,Neutral
213,change oil myself,Competition-prefer local mechanic,0.0,Neutral
214,They pulled a computer wire and I had to take my care to the dealer to correct the problem,Other service issues,0.128,Positive
215,The bait and switch on oil change cost,Other service issues,0.0,Neutral
216,They said they reset the oil change button and didn't,Oil service light not reset ,0.0,Neutral
217,I do my own service work so that is why I won't take my car to Jiffy Lube for the next oil change or for other service,Competition-prefer local mechanic,0.0,Neutral
218,"Was the first person in line, yet was there for about 50 minutes",Service took too long,0.0,Neutral
219,I am student and oil change here is more expensive,Price too high,0.0,Neutral
220,"They did not put the bolts back in the plastic cover under my car and on the way home it started dragging on the asphalt, which tore the plastic cover and I had to try to fix it myself while in dress clothes under my dirty car",Other service issues,-0.4404,Negative
221,Prices are higher that the dealer,Price too high,0.0,Neutral
222,"While doing a tire rotation, the technician broke my wheel lock key by using gun to unscrew the wheel lock instead of doing it manually",Tire rotation service issue,-0.6369,Very Negative
223,I had to go back BC a defective part was put on my car when I had my oil changed,Other service issues,-0.4404,Negative
224,Service took too long and I was not notified when my car was ready even though I was sitting in their waiting room,Service took too long,0.3612,Positive
225,PRICE,Price too high,0.0,Neutral
226,Was treated very poorly by your manager,Unprofessional employees,0.0,Neutral
227,The service took entirely too long,Service took too long,0.0,Neutral
228,I have had this experience at Jiffy Lube several times,Poor customer service,0.0,Neutral
229,Service was unacceptable,Poor customer service,-0.4588,Negative
230,Horrible service - came in for an oil change and was ignored for 30 minutes before being addressed at all,Poor customer service,-0.7003,Very Negative
231,I paid about $89 for an oil change that would cost me no more than $50 at the Toyota Dealership,Price too high,-0.296,Negative
232,they were unable to replace the air filter,Air filter ,0.0,Neutral
233,Expensive considering the service provided,Price too high,0.0,Neutral
234,"After getting my oil changed, my AC started to rattle",Air condition service,0.0,Neutral
235,The gentlemen at the store were so unprofessional,Unprofessional employees,-0.6418,Very Negative
236,They failed to install the oil filter correctly causing my car to leak oil on the way home,Oil filter issue,-0.6908,Very Negative
237,JiffyLube is now more expensive than the dealer,Price too high,0.0,Neutral
238,"When my car was pulled in, the owner decided to have a meeting which took some time",Service took too long,0.0,Neutral
239,90 minute wait for oil change,Service took too long,0.0,Neutral
240,Te manager had a horrible personality and treated me like he was doing me a favor and when I told him about his atitud he even called me a bad apple and he said he didnot need my business at all ,Unprofessional employees,-0.4215,Negative
241,The manager was very unfriendly,Unprofessional employees,-0.4201,Negative
242,Out of stock of in cabin air filter,Item out of stock,0.0,Neutral
243,Just noticed that my oil cap is missing,Item missing/stolen,-0.296,Negative
244,Prices are too high,Price too high,0.0,Neutral
245,I came there with lights working and left with 5 needing to be replaced ,Interior/Exterior car damage,0.0,Neutral
246,The manager of that location has told his employees to not honor the $10 Yelp checkin promo,Discount/coupon issue,-0.3875,Negative
247,they lied to me two times and also lost the plug for my tire!,Misinformation about car/service needs given to customer,-0.636,Very Negative
248,Took 45 minutes and I was the only car there,Service took too long,0.0,Neutral
249,The price of the synthetic oil change went up quite a bit and discounts are no longer offered,Discount/coupon issue,-0.296,Negative
250,Ran my battery dead and tried to tell me I needed a new one,Alignment or Battery service issues,-0.6486,Very Negative
251,Customer service was poor,Poor customer service,-0.4767,Negative
252,Even though I came in before closing it took to long to do an oil change and only one person was ahead of me,Service took too long,0.0,Neutral
253,The tech was not upfront about my wait time,Misinformation about car/service needs given to customer,0.0,Neutral
254,The service was very good and quick BUT WAY OVER PRICED,Price too high,0.2724,Positive
255,Well over 2 hours for an oil change,Service took too long,0.2732,Positive
256,i change my own oil,Competition-prefer local mechanic,0.0,Neutral
257,Have severe oil leak directly after the oil change,Other service issues,-0.6124,Very Negative
258,They charged me $82 dollars but didn't clean the floors or Windows,Other service issues,-0.5085,Very Negative
259,The fact that i had oil all over the underside of my brand new truck with rags shoved under the truck that were full of oil,Car wash,0.0,Neutral
260,The cost of your services are too high in comparison to my dealer,Price too high,0.0,Neutral
261,Pricing is horrible,Price too high,-0.5423,Very Negative
262,My own vehicle took a long time because the worker forgot to put the air filter back in,Air filter ,0.0,Neutral
263,"Actually, I saw the name of the parent company in Missoula,MT and was going to contact them regarding the terrible service I received at their Bozeman facility but found this survey instead",Poor customer service,-0.2617,Negative
264,"Long wait to get the oil changed, no real organization with the employees, and problems with the computer system which made the manager have to call in to get my payment approved",Service took too long,-0.2732,Negative
265,"The employees at this location broke an air conditioning vent in my vehicle, effictively forcing it to stay completely shut and making it useless to me",Air condition service,-0.6808,Very Negative
266,I paid over 130.00 for my AC and for it not to be working again I got sent to another place far from where I went to pay another 57 to get even more bad news,Air condition service,-0.6361,Very Negative
267,I hate the push for extra services when clearly know what you need,Overselling-Pressure to buy,-0.25,Negative
268,Price,Price too high,0.0,Neutral
269,It took 1.5 hours,Service took too long,0.0,Neutral
270,Did not check or fill tire pressure,Other service issues,-0.296,Negative
271,Your employees completely took advantage of my wife on this visit,Female felt taken advantage of,0.3134,Positive
272,Too expensive,Price too high,0.0,Neutral
273,"The clerk hastled me, he said my tail light was out and it wasn't, and that my coolant was low, i know it wasn't because I have no leaks and I just had work done on it",Misinformation about car/service needs given to customer,-0.0547,Negative
274,It is way to expensive and they were just not very thorough,Price too high,0.0,Neutral
275,I showed the guy my 10 dollar off coupon 3 times and he kept saying he would apply it and never did so i never got my 10 dollars off 46 dollars,Discount/coupon issue,0.0,Neutral
276,My car is now having major engine issues,Other service issues,0.0,Neutral
277,Cost,Price too high,0.0,Neutral
278,Slow,Service took too long,0.0,Neutral
279,Rudeness ,Unprofessional employees,-0.3612,Negative
280,"Took a long time, ~1.5 hrs",Service took too long,0.0,Neutral
281,The fact that I waited for 1.5 hours for an oil change and inspection only to be told I needed new wiper blades,Service took too long,0.0,Neutral
282,It was terrible,Poor customer service,-0.4767,Negative
283,1) Too expensive compared to other service providers in the area,Price too high,0.0,Neutral
284,They did not honor all on my signature,Misinformation about car/service needs given to customer,-0.3875,Negative
285,The price for a oil change is to high,Price too high,0.0,Neutral
286,"I went in with perfectly fine working wind shield wipers and suddenly as I needed an inspection, my right wiper was ripped of from end to end",Interior/Exterior car damage,0.7184,Very Positive
287,Jiffy charges more for a Dexos oil change than the dealer,Competition-prefer dealer,-0.2732,Negative
288,The price and I think the man that work there got over on me,Price too high,0.0,Neutral
289,I stopped by to get my oil changed & the service tech said that my brake light & turn signal was out & I asked him if he could replace them and he said yes and I paid for what I thought I was getting,Misinformation about car/service needs given to customer,0.2023,Positive
290,I should clarify I will not be returning to the same location I the future and unsure about Jiffy Lube overall,Location,-0.25,Negative
291,Possible change in ownership of this location? Decreased quality of service,Poor customer service,0.0,Neutral
292,3 tires were over inflated and one was under inflated,Other service issues,0.0,Neutral
293,Seemed rushed and a little unwelcome,Unprofessional employees,-0.3415,Negative
294,It's slow as fuck the one on northlake omg ,Service took too long,-0.5423,Very Negative
295,Oil Change is very high in price compared to other facilities,Price too high,0.0,Neutral
296,They didn't/don't vacuum cars anymore,Vacuuming not done propertly,0.0,Neutral
297,"I had and horrible experience pushy service ,over priced employee doesn't listen to well check engine light and Maintainece light came on after the oil change I would like a refund",Overselling-Pressure to buy,-0.6012,Very Negative
298,I didn't like this particular location,Location,-0.2755,Negative
299,The cost of an oil change is ridiculous - $82,Price too high,-0.3612,Negative
300,I had the cabin filter changed in my 2013 Tacoma and the following happened; The day after I had the work done I opened my glove box and everything fell out on the floor board including the shock absorber that lowers the glove box,Interior/Exterior car damage,-0.4767,Negative
301,"Price is way higher than at other places, including the notoriously expensive car dealerships",Price too high,0.0,Neutral
302,I had just bought my car a month ago and the guy that goes under my hood breaks my air filter for my AC when he tries to take it out and tells me it was already broken,Interior/Exterior car damage,-0.4767,Negative
303,Didn't like the service and too pricey for the little they did,Price too high,-0.2755,Negative
304,Green caps on the tire stems means nitrogen and the guy starts putting air in my tires,Other service issues,0.0,Neutral
305,My car sat in the bay for about 10 minutes and they said it was done,Other service issues,0.0,Neutral
306,Our company car broke down less than 24 hours after getting the oil change,Other service issues,-0.4215,Negative
307,Invoice claimed airfilter was inspected and found to be good,Incorrect invoice/vehicle info,0.4404,Positive
308,The jiffy lube where I go charges double compared to what I can find elsewhere,Price too high,-0.2732,Negative
309,I will not return to this Centreville location,Location,0.0,Neutral
310,They forgot to check me out and tell me my car was ready,Misinformation about car/service needs given to customer,0.3612,Positive
311,Adding services I asked to NOT be done to the vehicle to my bill,Overcharged - charged more than was agreed on,0.0,Neutral
312,Your location in Gainsville va is horrible,Location,-0.5423,Very Negative
313,Got a tire rotation and now my car shakes going 50 mph and over,Tire rotation service issue,0.0,Neutral
314,Sorry but the cost of the oil and filter change is far too much,Price too high,-0.0387,Negative
315,prices too high,Price too high,0.0,Neutral
316,Filter seal failed allowing oil on our brick driveway&  garage floor,Interior/Exterior car damage,-0.5106,Very Negative
317,Cost to much,Price too high,0.0,Neutral
318,I waited for an hour and a half to get a routine oil change,Service took too long,0.0,Neutral
319,The oil pan shield was not properly screwed back in after the oil change,Other service issues,0.3875,Positive
320,Too expensive,Price too high,0.0,Neutral
321,Staff did not know what they were doing,Employees not knowledgeable,0.0,Neutral
322,I wasn't greeted upon arrival,Unprofessional employees,-0.2057,Negative
